ID	Name	AG1	AG2	AG3	AG4	AG5	AG6	AG31	AG32	AG33	AG34	AG35	AG36	AG7	AG8	AG9	AG10	AG11	AG12	QCA06	QCA07	QCA08	QCA09	QCA10	QCA11	QCA12	QCA13	QCA14	QCA15	QCA16
ID23	3,4-Dihydroxyphenylglycol	40.75365753	33.71516529	19.63775022	43.50777159	21.99007213	35.90531019	90.63830332	153.1656598	130.512529	131.3845148	227.9314863	145.8084263	232.6302832	305.4955458	255.7923007	341.5518683	291.9464924	228.5044193	115.0952608	99.59919099	121.8340593	116.5702787	112.062318	104.9030122	119.32022	101.8063425	109.4338735	96.3496449	105.7718445
ID24	L-Tyrosine	85.4818285	170.0622106	166.4446108	71.12137142	84.13096612	254.8270837	43.08691223	38.74647711	38.61050768	61.77551748	44.90707329	38.85214612	50.15704073	52.10388828	35.11325278	48.31305379	54.99370815	43.31544847	77.64743597	70.28674351	66.50204491	69.58208309	64.07901683	68.95618351	65.28806871	75.42855332	282.9463346	79.44120959	83.14558557
ID25	Hexitol	277.662735	264.6605396	503.9489519	297.1471072	225.1065136	416.623679	209.5535375	86.76820027	147.6018349	362.3364814	102.6221338	163.1827713	150.2472956	139.0229193	104.8350299	31.02018645	73.47109684	134.9815805	242.1222596	218.4626268	241.8804196	200.1670927	220.8054326	201.496937	237.0089578	239.9985282	166.6188174	215.0566425	206.9869489
ID26	Danshensu	58.8309894	256.6416295	403.5185699	49.58034288	297.2889613	455.1689466	30.89611305	18.94248372	31.16771599	27.66802033	38.58126946	24.87712994	15.71109254	36.17250063	27.44103416	27.90437835	33.64268453	37.16386037	122.5535121	90.46764428	89.87211333	87.15084114	91.89538253	84.71722332	83.21780821	91.02553809	106.1079995	72.91165116	97.86588231
ID27	3,4-Dihydrocadalene	223.9818725	199.5029249	124.4931248	323.6406791	141.9176394	91.18727118	26.04326281	22.30527385	27.44951592	21.83136019	35.27943199	90.95794722	102.4375858	60.79046102	72.59165265	80.62031713	56.46413077	55.61057347	163.7175047	153.6807468	159.5587868	115.8797976	129.8761877	127.0817652	167.1262874	150.4494561	167.1744632	152.7284108	152.8329406
ID28	3-(3,4-Dihydroxy-5-methoxyphenyl)propanoic acid	100.8749874	209.3985141	117.2124039	83.75834731	127.0923889	230.1090018	89.13637583	53.13140633	68.69953958	63.66733873	108.6876415	54.53137017	86.75875053	129.5596419	51.93704708	91.01800288	55.19340976	72.16955728	83.42127858	140.2556082	98.65699163	90.40924704	76.96582302	56.77879136	67.83504174	70.32128028	61.16989098	72.66522095	138.8142537
ID29	Genipin	21.64237359	94.8249286	49.91358521	17.47327075	29.82042745	161.027881	12.61551466	25.72248966	34.00738366	24.36344334	19.63341026	23.9296724	61.72649595	92.26058884	29.96825843	82.40116986	60.0502464	56.22304015	31.26598714	31.69960659	33.88882533	44.58745431	34.07967955	34.62967465	33.93116377	33.58524235	27.78743761	29.46337098	38.42426082
ID30	Visnagin	22.01127651	21.54427253	18.07317185	27.61680325	15.95654285	26.16786826	32.91164009	37.01269965	29.44498242	29.50953174	33.4423668	59.46191647	55.35606873	34.82666704	29.62097122	61.29143841	39.81162848	37.70516057	50.17276917	41.63347681	56.49640275	52.56682694	30.10153311	32.02203885	31.69803243	26.46235967	30.88810183	32.48766148	26.13242739
ID31	Dihydrokavain	74.05344035	86.42637056	56.33995057	95.36112967	83.92609842	12.99403075	226.1060252	210.3463399	224.7843186	226.6654793	240.3999003	161.9136774	84.27480468	85.77808779	113.0121059	65.89718382	76.67368528	87.71418627	143.2735984	144.3189913	145.489455	141.0823443	140.7806462	149.4757025	144.5316561	131.9234949	150.6253807	130.6991377	152.7222769
ID32	Cytidine	18.78644799	63.90468144	92.0501419	18.26546232	77.79319314	28.37953607	28.03415174	18.66346885	12.44477519	20.67778964	13.27502529	32.80670871	14.06376533	10.72931275	15.01790309	10.79455752	13.78954278	16.18841891	33.50096539	25.13785176	35.57066595	27.6990715	34.95402195	26.03573981	28.51575185	31.55456117	27.66233669	23.87666641	33.86950992
ID33	GENTISEIN	31.69083569	70.28035085	50.90149079	51.92862344	24.89331704	66.71585079	140.9811067	112.7003029	103.8964205	94.35523946	112.8089652	90.67897606	108.0667513	179.4113888	156.9911755	87.80468542	114.6378963	161.1489159	107.1632381	86.65214511	91.08361605	141.9111422	110.4654395	131.0667587	103.8637935	95.40691162	99.53590134	68.73768936	88.8644168
ID34	Isopimpinellin	23.17864595	17.46367171	15.47129944	31.84093347	10.09698154	20.22096193	219.0697047	210.9112266	235.2504245	190.5982285	264.4649194	173.2423551	157.6744484	212.0741665	166.7722283	170.0183272	146.6919292	212.433399	130.1280895	131.6080062	122.0228197	125.9396011	89.38002339	123.9152974	137.4667532	187.0680134	117.2290768	124.5383951	151.1393727
ID35	Anthragallol	161.2887619	666.0301727	266.4060793	735.5624552	430.4625669	262.4511905	1508.542473	1239.943281	1574.918561	2464.973215	1293.274253	1231.324339	2036.263386	960.3787142	1019.914526	786.5000839	314.1442031	1148.439657	1662.094693	882.818502	1095.526162	1151.221696	996.9127031	828.6010278	1121.855861	249.159227	1746.339619	1178.799976	1304.220028
ID36	Lotaustralin	75.78231371	67.79673055	69.53901151	49.5601342	71.90990345	41.91334517	32.66049487	34.82640896	22.79712087	31.38616248	46.97532497	52.86925893	95.04695399	109.9539852	90.85395338	109.8199845	150.7946164	129.0086267	59.68990103	85.85718029	59.27853335	61.04629863	60.4821281	62.25539916	65.54969019	62.06689275	213.1629516	47.02861324	69.35653501
ID37	Genistein	144.6439429	122.0163311	84.78432374	171.1256257	54.80715666	100.0137039	296.9626895	357.1092393	351.6675045	202.9527522	415.4468573	295.0885028	264.1000055	297.3918488	261.7370887	270.2350787	305.5448209	303.3928213	277.7607304	345.3643782	232.5710725	272.8293758	214.7532256	240.7456214	295.2823467	325.9676639	268.2734412	238.537325	290.9393331
