ID	Name	AG1	AG2	AG3	AG4	AG5	AG6	AG31	AG32	AG33	AG34	AG35	AG36	AG7	AG8	AG9	AG10	AG11	AG12	QCA06	QCA07	QCA08	QCA09	QCA10	QCA11	QCA12	QCA13	QCA14	QCA15	QCA16
ID11	L-Aspartic acid	58.70266786	160.9778019	367.3535539	79.56000743	562.3737272	199.5396386	117.346122	60.67624315	62.67609714	67.86176612	120.8320497	72.90849597	42.2894391	56.24852439	34.41179382	34.5983914	44.10301705	56.93480305	163.1684393	150.9945563	148.3139227	122.7828998	148.8319062	124.0094147	142.9518095	123.1444744	128.904945	144.3694116	113.1296537
ID12	3,4-Dihydroxybenzaldehyde	869.8269025	959.9784283	555.8947741	1339.91607	450.9526407	289.0153088	2789.346311	2989.599825	3440.537648	3652.575772	3771.258156	3318.644741	3104.60311	3895.071817	2743.330507	3039.467512	3300.46983	3008.044622	2435.00025	2416.612999	2603.805981	2680.147475	2178.047279	2428.385889	2534.311392	2459.733798	2382.332586	2563.122961	2443.62636
ID13	Isophorone	260.4258776	455.9122427	388.7252033	378.1294264	386.646641	560.4264142	186.0280426	53.37886645	83.54975934	180.1422789	204.0326045	7.564228033	293.572159	538.0267929	477.2027492	538.0937258	419.6348462	102.2593543	265.3654903	258.0416602	219.4347783	247.720926	255.9502477	265.7929271	235.464359	231.4294212	279.2056755	236.0015965	231.9906481
ID14	Kojic acid	1516.580538	25.25365521	31.08637802	1031.769589	20.65284306	38.73573753	24.78392097	25.94708713	28.93446148	21.20948642	23.07539577	23.75441861	29.79787336	42.91504753	21.47416436	34.42987021	37.3663682	31.92944653	304.4499375	233.239112	304.9277862	369.2311395	255.4580802	331.174352	256.8355073	379.5534772	309.9981679	198.5175358	288.0550644
ID15	Coumarin	308.9051278	1922.423963	2821.166687	359.4125474	1681.399476	3571.83453	2083.990101	2298.936399	2089.602794	320.9177907	465.3353915	1599.252091	408.9728158	685.1170846	311.5385397	654.6912317	378.2837654	403.2843124	1304.43363	1315.352333	1249.487115	1250.652072	1306.510408	1646.707139	1418.958663	1226.188971	1363.869723	1351.186696	1318.564951
ID16	Coumarin	363.1473508	757.5832243	686.5597227	301.5970889	572.0675263	776.6245013	389.7096762	368.3618186	396.0923803	358.1344274	424.9924048	289.1638194	110.8634839	131.6489054	161.3594298	82.23085944	131.5703896	116.8447755	271.775916	369.4899805	261.2570643	395.7799944	265.5954483	311.5113001	281.0144505	327.4546161	282.1710201	236.8592981	336.8645918
ID17	Guanine	212.1473127	129.111172	113.4260671	61.46434132	92.27545035	92.70384059	57.89207783	42.64417417	43.60037278	67.62108212	69.7237126	53.36327157	56.36243557	67.61714007	42.05571009	61.27930172	47.39719928	45.46196727	92.37715637	95.14980882	85.56560977	96.40420191	79.0000663	95.77644638	93.48881134	102.1507304	82.65188492	88.04260482	82.22067705
ID18	Safrole	533.0550286	511.7970177	277.5957188	336.4709643	308.3874984	182.4511092	650.5621867	531.035888	314.9730679	585.987741	599.7723498	378.2713005	580.4051521	701.7996549	731.3245758	740.1637793	669.7140376	519.9546466	427.8979495	449.2640664	405.5408153	492.5632095	307.0182982	408.2331202	425.093506	428.9973353	430.1287499	352.292022	495.1699568
ID19	L-Phenylalanine	264.3243582	354.9591432	255.6759846	263.2397814	359.9893723	521.2670771	76.39993041	132.36916	111.7158505	141.6594802	181.6898055	164.031729	143.8757404	181.27563	110.3122766	209.5072713	115.3259507	89.27648692	210.3709642	201.5144586	195.7597746	191.8975706	187.5855212	197.0528916	188.4019163	217.5334543	907.2172151	212.9505752	168.0978325
ID20	Apocynin	361.0517883	213.1831698	138.3876298	150.8151363	153.9223436	242.4977323	339.971018	568.9699547	331.3671474	296.5432672	674.3610916	470.7544172	864.119985	940.1116007	958.7670569	1041.427923	1036.143388	1017.056921	391.8065103	431.492993	392.7438734	408.1631504	424.4117277	358.5092464	453.3669965	412.4323674	407.9301029	361.5904678	426.1221179
ID21	3,4-dihydroxyphenylacetic acid	186.8609239	228.5980136	214.5173145	224.9716118	188.3511373	187.7386508	305.0365225	324.432184	324.8144432	429.3444542	259.2717905	423.9190988	305.4055194	284.0332852	269.7527795	257.9652553	204.0300178	366.0135686	198.9658465	276.7824068	290.2629288	204.3664214	326.1349836	385.49127	293.9196264	447.2896709	170.8897392	209.4487998	240.0202791
ID22	Diosphenol	7.986629561	20.18397639	12.24470653	15.87965994	5.772221874	3.536027105	62.09059022	113.2331934	107.3341848	43.51052487	178.5658644	230.7871931	106.9402622	80.72820179	42.17072152	104.5115147	47.26906575	39.70588431	114.2287461	56.06157955	68.41505442	82.81895841	56.5601186	62.3384316	59.9556077	63.80859067	68.11002699	60.92033639	88.69428314
