MethName	ExprName	NMISS	pearson.Pvalue	pearson.Estimate
cg17588096	NM_001304465	6	0.0521030531517227	0.807336544739035
cg17588096	NM_001304463	6	0.0728313388851265	-0.770713582941557
cg17588096	NM_012151_2	6	0.0024851608417793	0.959015596211157
cg17588096	NM_001278268	6	0.126920438718017	0.692981837616964
cg17588096	NM_001278265	6	0.168898586131106	-0.642460743413429
cg17588096	NM_001463	6	0.123035335290507	-0.697998518854528
cg17588096	NM_001317949	6	0.00377301424643131	-0.949418580340944
cg17588096	NM_001350533	6	0.0182786180660177	0.88748067086616
cg17588096	NM_001350532	6	0.304899575673075	-0.506786778578018
