ID	metabolite	A148_1	A138_1	A126_1	A137_1	A152_1	A145_1	A127_1	A162_1	A132_1	A141_1	A121_1	A164_1	A128_1	A124_1	A131_1	A151_1	A146_1	A142_1	A149_1	A134_1	A157_1	A159_1	A155_1	A161_1	A156_1	A139_1	A130_1	A167_1	A123_1	A147_1	A133_1	A129_1	A160_1	A125_1	A158_1	A163_1	A135_1	A165_1	A168_1	A122_1	A140_1	A150_1	A144_1	A136_1	A166_1	A143_1	A154_1	A153_1
id1	2-hydroxypyridine	2479659.16	1740738.52	2348093.61	1618024.24	2265739.21	2657779.17	2441319.46	1978698.09	2501415.82	1899877.01	2565894.91	1880719.03	2176038.07	2655751.04	1946906.98	2567712.67	2646030.92	1810959.74	2928589.39	1567631.64	1758077.69	1796136.21	1925939.34	1721831.92	2123623.36	1688947.12	2252537.98	1834953.57	1989359.5	2567707.49	1760671.23	2224663.87	1954021.97	2426890.89	1859502.1	1798739.02	1388651.56	1489801.21	1491171.04	1675271.69	1565704.29	2602918.98	1210177.88	1182544.7	1425133.09	1235004.98	2108195.38	2456555.65
id2	Pyruvic acid	348716.335	58833.227	321128.547	71259.05	226977.753	317948.904	318040.391	63637.897	463152.469	NA	331164.257	59502.876	423060.508	NA	290056.65	283406.208	338763.62	57913.188	NA	70615.44	55724.811	55446.593	172258.584	30053.996	242681.326	66130.508	398176.787	88202.338	NA	254571.256	62883.572	531439.076	52906.643	NA	20883.71	56227.176	31308.915	65428.703	57329.944	NA	52983.95	263809.267	33407.137	44150.93	43781.157	23109.252	186803.573	297788.692
id3	lactic acid	484345.693	7721372.2	286762.393	3154530.89	354045.846	374131.728	411489.389	2737025.19	369034.028	2109792.99	300638.37	1641663.95	362232.063	384722.803	305328.238	396063.77	427385.366	1380492.14	505063.065	4262971.86	1764144.02	1376703.58	300861.305	1619453.99	318666.953	1400886.32	324930.104	1136082.46	282841.837	372067.077	11156749.1	476172.668	2739849.49	333916.89	2227832.21	1148792.16	1959698.87	1450589.58	1301448.25	330814.346	2197380.36	294160.038	1082027.72	4370604.46	656911.085	1278694.31	262680.304	469680.813
id4	2-ketobutyric acid 2	228961.721	215799.702	233472.435	220983.641	210211.486	236566.531	249139.418	238616.413	240685.32	218062.895	241281.363	282425.873	230687.608	278734.595	190939.212	264239.227	257732.275	254593.816	238298.194	210307.638	232737.652	265581.261	222427.157	199501.177	223016.997	252924.238	224905.37	277256.973	189357.647	246841.852	201858.13	245386.113	223027.81	246406.1	199539.615	264980.81	196213.179	229456.564	184117.631	199820.511	196635.133	213704.748	141900.478	165761.99	204331.859	182556.112	197914.538	225253.346
id5	glycolic acid	317802.065	498524.034	303935.572	293812.428	330057.53	362827.797	286262.187	313640.183	268650.673	422789.809	284760.284	263253.798	272148.614	325821.796	212459.351	273549.796	426435.791	347442.012	443662.666	327313.55	266250.815	188432.54	264396.753	219116.878	303180.493	286864.465	263836.244	263565.512	246718.983	460766.036	467140.115	310652.311	302131.269	306020.976	508999.254	230426.686	275986.645	206325.143	288971.79	323437.947	299670.604	340013.25	210422.438	260117.052	204209.065	282887.581	296067.593	354297.32
id6	alanine 1	6979756.39	2490366.91	4935552.06	1895089.14	3378051.38	5793414.51	5859781.42	4823346.68	4115852.59	1124130.04	5059750.54	2078173.91	3874578.76	6232866.87	3109891.75	4073430.85	6079245.07	1316311.36	5334678.08	1474141.93	4107726.65	2516161.95	1776923.54	1650782.37	2488685.97	1415458	3826525.21	2910261.07	4002273.73	5673069.98	2367297.09	3999571.52	4252262.14	4555427.44	4048322.29	1909247.09	950503.634	1875900.94	2721012.45	2880935.17	1080027.41	4983664.91	569028.856	2286271.42	1862674.12	862942.543	2079813.37	2850205.69
id7	oxalic acid	187339.165	149342.532	194661.94	145095.894	161846.783	202511.995	175318.689	152358.764	187356.26	146370.108	170674.442	149039.051	171479.239	176618.37	141685.671	178093.664	196198.37	122265.903	172325.987	124957.473	127618.62	138895.829	140001.461	119176.596	152260.786	130935.573	156523.713	146575.733	118795.635	193279.909	130118.928	166791.208	130951.539	173861.507	133831.324	137112.748	117179.818	109692.073	107980.391	128889.801	119811.858	147545.973	86681.256	97807.383	106384.331	93214.348	124310.506	149316.906
id8	3-Hydroxypropionic acid 1	30288.095	19546.17	26756.55	NA	NA	36074.617	NA	18485.671	23571.329	NA	24591.737	10871.983	NA	NA	NA	29270.431	37605.657	NA	30535.508	12997.554	13297.674	NA	NA	10249.579	26852.275	NA	NA	11920.794	21034.005	44998.765	NA	25404.499	11506.859	25657.223	17547.351	12767.635	14262.689	NA	15339.1	19062.913	NA	NA	NA	11016.704	8032.652	12347.651	18617.81	29095.947
id9	3-Hydroxypyridine	128666.852	50098.603	110371.101	29849.465	110156.165	118437.08	81401.53	43185.331	106082.813	49269.856	NA	NA	77864.654	101332.388	78036.255	108644.256	107791.332	NA	162314.954	NA	NA	NA	NA	NA	110368.504	NA	81517.586	39773.46	76354.756	104493.703	44235.751	73820.015	45263.616	91303.151	24309.734	NA	NA	NA	35628.259	48130.982	NA	149387.829	NA	NA	NA	NA	113874.862	119452.505
id10	5-aminovaleric acid lactam	404532.346	58568.324	353668.97	55881.824	213238.979	262290.863	260050.747	66138.173	224523.608	NA	145265.72	34377.508	111000.438	124752.516	47396.39	80751.671	127986.099	NA	95065.878	13868.217	30088.356	NA	NA	NA	NA	NA	47798.227	28546.056	55685.351	NA	19225.757	NA	23145.852	NA	17443.427	NA	3863.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id11	3-hydroxybutyric acid	NA	515716.918	NA	433788.877	NA	NA	NA	179430.547	NA	24744.011	NA	20648.001	NA	NA	NA	NA	NA	31907.146	14396.985	138400.88	42866.81	42835.758	NA	82130.022	NA	389425.328	NA	29039.994	NA	NA	373421.21	NA	395488.196	NA	620355.966	43014.875	381177.415	40185.871	35857.98	NA	60140.447	11955.935	16562.96	120122.183	23582.236	718708.725	NA	NA
id12	glutaraldehyde 2	77818.937	NA	150815.481	NA	57166.46	123019.244	63799.291	NA	82324.483	NA	NA	NA	76746.134	218224.997	129146.046	53521.441	68057.186	NA	106778.933	NA	214277.986	98836.075	NA	3027.416	64615.602	NA	116242.248	183183.938	143992.481	54634.264	NA	112104.019	NA	196896.148	NA	113402.533	NA	79310.101	123087.574	69295.339	NA	127059.308	NA	2553.374	64134.707	NA	59460.431	69362.185
id13	sulfuric acid	77465.36	6566.26	164931.644	NA	128346.16	79134.077	155227.21	2806.214	149431.167	NA	171255.218	1488.407	173634.034	256273.37	136258.614	195230.519	126448.821	NA	95612.547	NA	1335.976	NA	76930.956	1307.805	94811.105	NA	168412.119	NA	121691.014	180339.262	NA	122812.878	NA	215557.839	NA	NA	739.786	461.639	NA	8971.659	1386.494	100297.215	NA	NA	NA	1662.836	NA	162002.214
id14	4-HYDROXYPYRIDINE	69944.059	NA	86786.254	NA	63012.469	59569.014	76651.892	NA	93793.181	NA	NA	NA	66022.946	68575.906	50752.646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34097.604	NA	NA	NA	79446.314	NA	NA	NA	NA	NA	NA	NA	50750.686	NA	NA	NA	NA	NA	NA
id15	N-Methyl-DL-alanine	18602.589	NA	16124.637	NA	13888.398	18208.742	14002.172	26271.528	17122.929	14744.927	14979.877	NA	15422.201	17466.196	14959.491	18914.897	18494.544	15951.88	16924.038	13997.466	18080.103	21994.766	15954.638	20014.555	17103.05	17759.29	17149.187	23839.336	NA	20721.458	17860.314	15851.81	22364.302	17157.768	NA	24161.169	16418.727	21564.143	20373.856	16099.269	NA	18819.334	NA	13825.761	20410.553	NA	15827.758	17483.491
id16	Lactamide 1	93374.495	68368.312	86511.192	72084.869	74232.379	55874.757	70778.463	85803.563	81522.818	87072.239	65552.303	80274.428	69698.108	65462.221	53568.782	49582.286	55541.864	73703.977	53225.249	65604.528	53747.384	61673.408	50671.954	66691.04	50972.899	79046.545	56459.806	60891.439	39905.042	50387.875	72011.462	57164.29	80636.384	55859.269	99302.877	67920.034	76941.204	67585.686	61640.257	63168.171	73907.881	48629.867	66381.06	52497.612	64003.933	82870.128	51653.262	52255.021
id17	Methyl Phosphate	755838.371	101585.402	295360.215	139824.385	464621.217	600673.606	386821.975	11702.501	367477.303	23506.929	500855.413	38385.381	370697.089	473768.818	289163.21	468650.303	749482.812	58916.55	674973.472	124515.159	26965.086	26612.41	364468.156	NA	360140.06	75874.462	303992.776	106073.523	164804.535	555036.843	30227.414	355325.663	NA	257682.403	NA	19230.6	52158.338	26628.992	53545.341	232150.64	76899.363	345003.145	18108.677	72307.503	NA	20406.576	310644.112	557936.036
id18	Methylmalonic acid	44157.787	42474.572	42784.299	36617.79	40683.737	45217.065	33310.156	67203.753	42018.339	65225.644	45332.997	65956.887	41217.742	39958.312	35088.562	41341.422	42553.026	64616.375	48937.488	45671.812	64038.284	64288.018	45810.901	68812.848	47374.522	67130.584	47614.751	60860.373	36901.422	41556.753	65777.511	43967.539	71712.248	47549.415	80140.002	80319.496	64470.186	81673.553	81164.658	49379.182	59745.202	53769.577	63848.343	55992.955	83713.974	87791.476	57468.269	48762.485
id19	malonic acid 1	2513917.92	184824.308	1067614.13	185640.277	1030643.08	3547328	677662.179	92862.717	725187.305	112347.943	824759.908	127806.183	493373.32	961485.13	389227.512	877421.189	3484391.98	88614.374	121474.033	172610.948	101117.776	83880.317	626468.575	56316.254	1049830.37	117168.66	452850.758	132412.076	805910.728	2964072.23	103235.524	820015.739	100086.357	545276.593	28434.795	71094.054	97051.292	81097.079	96947.203	525272.045	119440.207	1825451.67	50912.401	98570.373	70339.895	59596.177	92943.395	95626.593
id20	cycloleucine 2	303370.634	304409.456	286928.132	336946.777	307825.517	299548.428	315284.669	339625.988	302596.725	299034.337	308120.279	293603.686	286355.166	315383.433	248688.57	283340.481	297696.619	289598.433	272770.949	278071.899	296186.763	304446.253	287612.788	286342.482	277930.174	305840.643	290632.982	345999.626	257764.158	289957.235	342891.32	287419.007	315633.304	322253.793	306229.504	317580.935	294696.095	279099.895	306205.484	70892.279	317737.75	297585.131	247093.561	268216.722	263973.121	254886.363	247862.838	303366.073
id21	valine	771388.24	535302.036	734821.446	499780.404	533172.143	788405.076	683481.883	973347.375	648270.641	361690.644	669996.005	799394.57	525598.875	651630.732	458385.649	507563.709	756632.027	557138.925	681016.688	489723.307	1435570.48	660414.794	376120.884	577107.522	489244.775	550052.277	499767.517	1111048.99	593707.923	811338.78	424924.563	589879.42	720684.519	553757.589	1275024.81	799235.27	301735.3	810271.855	1475965.91	537860.833	443980.272	664886.181	237689.009	504629.351	611774.147	356951.491	446794.422	500747.049
id22	hydroxyurea	8208.02	12071.047	NA	7167.901	6067.86	8575.401	NA	5135.735	5811.745	8332.98	5183.913	NA	7152.66	NA	NA	4954.332	9012.479	5108.21	8935.952	7981.295	NA	NA	6775.689	NA	NA	NA	5034.774	NA	6428.003	7353.292	9859.906	NA	NA	NA	NA	4465.614	7124.773	NA	NA	6754.239	7013.224	8879.608	6019.768	4509.871	NA	4922.144	11421.708	5150.37
id23	4-hydroxybutyrate	157428.867	NA	83461.891	NA	73382.179	123632.868	62689.149	20814.113	43420.535	NA	62826.738	NA	36910.533	78860.805	38694.562	95862.472	211882.453	NA	181693.916	NA	11638.457	9993.475	65009.766	8943.522	78835.363	NA	40827.666	18179.859	58872.914	214379.479	10381.259	40429.759	11165.568	73737.277	NA	12417.93	NA	12128.672	9965.047	38727.671	NA	159374.049	NA	NA	12590.071	NA	57269.771	104284.286
id24	2-Butyne-1,4-diol	13494.219	0	14480.385	847.242	17081.85	17707.072	13398.289	359.626	13730.377	1050.116	12603.907	0	16734.323	15924.905	11120.647	14869.139	21284.366	111.953	10597.167	0	75.421	99.835	11269.589	344.116	1028.027	0	15448.054	671.691	14944.82	710.713	45.316	17981.311	297.582	11724.322	0	1664.323	54.416	923.704	441.065	951.965	502.738	1062.185	541.724	1718.7	532.824	946.994	602.326	NA
id25	Dihydroxyacetone	17329.258	20809.757	21090.858	NA	20072.596	16824.218	18542.644	8778.44	18345.424	10381.886	18030.033	NA	16020.948	25184.397	16520.01	15776.487	16110.435	NA	18552.663	8922.421	NA	NA	12656.426	NA	19945.362	NA	16303.054	NA	18539.34	12849.488	23396.506	NA	NA	24012.674	13325.43	NA	NA	NA	NA	17578.282	NA	16933.601	NA	NA	NA	NA	13111.359	12579.414
id26	Citraconic acid degr1	152658.338	160248.11	144902.889	168005.28	142043.062	146893.188	140781.541	163015.895	139922.598	148054.453	146759.311	160469.423	142954.116	165034.583	120868.233	148730.185	145412.523	142124.753	138695.185	126575.64	134048.085	144280.456	128647.759	149289.408	135242.722	143914.92	131324.81	156020.741	114979.433	137620.452	150232.251	132989.194	140093.938	131818.832	147035.612	152460.167	135788.172	129516.722	147371.72	129677.036	140854.883	135510.167	124437.269	131837.873	135840.394	127303.233	122999.666	138487.01
id27	caprylic acid	4773.143	14764.007	4712.883	13281.192	NA	6095.69	5515.823	5502.453	4613.03	5602.204	6702.207	5386.842	NA	NA	NA	NA	NA	4375.505	6517.769	14246.136	4436.827	3919.261	NA	3010.694	NA	5975.508	NA	3758.396	4066.86	NA	13268.294	4708.537	5198.61	NA	NA	NA	6034.185	3520.849	6294.581	5179.591	6743.287	4769.607	4938.897	6740.363	NA	3903.353	NA	5134.944
id28	Ethanolamine	1391935.15	1610341.46	1917584.12	1581541.86	1414517.61	2402511.56	2525260.21	981251.46	2675530.43	1294685.92	3031918.52	1489439.39	2866934.87	3538242.69	2647697.49	1810459.14	3873847.09	1491503.91	3588905.4	1982748.49	1621113.07	1045528.42	1678922.01	746449.699	2332984.86	2018750.48	2987085.43	2068457.37	3284005.16	3411706.48	1713272	3975938.77	1489694.57	3550403.24	882312.499	1381196.35	1538449.01	1674183.47	2060043.44	3335658.97	1822129.8	2898880.46	1363868.44	1859933.98	1569742.36	1452677.89	2301590.95	3421520.28
id29	phosphate	5356049.5	2177202.68	6532732.92	3397151.51	2642134.59	7019399.77	4303373.02	79898.75	6338310.51	214211.321	12911151.2	110235.039	6677043.99	9480622.69	5160286.23	1995663.13	8272273.98	347211.125	8196268.29	3858588.89	164208.955	109726.513	1440158.87	56219.879	1406511.19	1082734.57	7019511.41	262891.878	5177747.37	9287300.47	399649.524	6441331.3	111235.41	5905536.15	57906.162	93712.257	1271514.02	123186.993	169271.402	8874618.22	1395378.62	4210129.26	154673.102	4508195.92	99065.812	166385.917	1753186.45	3527929.59
id30	glycerol	2963418.8	5364910.03	3478349.64	3500882.92	2652597.26	3583242.28	3305512.46	2996696.31	3818119.34	3126841.28	3692680.63	2058175.45	2909842.28	3122132.34	2845747.45	1958983.21	3596680.62	2821497.26	3545514.66	3322795.46	3566044.54	2371359.06	1972386.72	2746027.81	2496121.81	2603929.94	2789983.58	2226041.26	3759740.82	3337120.37	3916369.42	3754901.29	3542007.52	3610252.96	5675022.34	1800765.31	3269429.38	1952433.06	2336634.42	5395371.2	4191490.43	3312822.85	2154668.15	4184346	1518366.6	3215119.24	2478287.97	3625568.79
id31	thymidine 1	42381.576	42500.963	38992.725	42805.131	38081.002	39025.034	43918.255	44577.162	37701.52	38236.377	40002.513	43027.403	39021.899	41440.985	33379.962	44342.427	42439.562	36800.366	39550.446	36064.162	35186.597	39556.902	36394.108	41896.341	36891.834	40474.932	35262.328	40693.325	34879.336	40447.516	39985.675	37211.537	42195.191	37783.58	40763.862	39885.763	37095.095	36981.848	41819.478	36028.377	39708.129	39786.741	34214.584	34285.718	39486.647	34935.819	35947.576	39842.193
id32	N-cyclohexylformamide 1	389431.406	382753.572	360968.807	399741.437	353319.407	374714.694	374580.282	400974.301	359281.965	366833.28	388549.051	392236.557	366062.617	410515.484	322837.901	390426.09	390191.831	350839.504	374504.74	333519.469	341197.04	362103.479	351196.852	365475.051	356073.836	369357.302	340337.796	383583.339	320310.152	378263.594	365019.927	337098.671	380807.135	368731.741	361997.644	379584.098	341849.393	343765.278	366090.569	351006.09	366475.974	373433.046	297274.364	326230.12	324722.752	302119.423	323687.881	369353.727
id33	4-Vinylphenol	71448.04	2850.191	68868.623	1204.673	65344.39	75530.761	68527.695	3469.275	48926.233	1548.294	62142.568	422.103	56643.765	78216.774	48576.538	57540.432	70144.951	178.432	76138.192	2444.185	1008.126	NA	41286.438	1611.245	53041.492	908.706	45629.759	1333.68	53228.48	74449.516	NA	44601.922	682.203	62417.53	1199.613	NA	1046.253	NA	NA	41531.6	1217.808	77643.686	0	198.671	NA	59.494	26501.117	55661.87
id34	Isoleucine	143558.351	276794.953	232607.9	228387.729	115251.301	129133.424	225764.108	503633.977	128809.024	183339.608	146346.927	450811.918	148074.693	150721.696	102437.519	98053.553	131472.198	328569.996	85721.375	239516.036	991208.414	379840.757	63929.008	360586.252	95333.488	302583.793	116884.356	720895.503	187216.186	140297.846	211637.826	165088.514	410194.791	145069.4	730194.492	453230.679	136100.506	497971.888	1027419.92	157852.259	229053.726	111398.719	122757.066	242413.649	337586.724	179195.685	74958.346	118124.523
id35	O-methylthreonine 1	NA	NA	NA	NA	NA	NA	NA	86374.847	NA	66252.025	NA	87416.689	NA	NA	43006.987	45643.658	NA	NA	NA	59807.63	NA	NA	41804.46	73012.303	NA	68756.063	NA	NA	44780.209	NA	64584.086	NA	NA	47475.848	NA	NA	NA	NA	125283.413	50805.628	NA	NA	NA	NA	NA	NA	NA	42466.511
id36	proline	13506.881	88155.78	26116.545	56048.288	6038.523	9154.114	29971.448	121064.712	13389.304	32416.42	25073.9	51509.261	13205.836	18227.302	7179.338	6183.183	17423.488	35760.398	4762.466	38357.579	179824.676	53501.417	4665.985	54950.856	7067.553	38553.76	11929.901	73991.653	14886.221	11777.606	66866.991	22677.057	121503.942	9815.938	329694.576	39119.448	18194.347	53905.674	122431.3	28810.3	36940.174	NA	21587.998	38921.729	44922.444	32634.057	NA	8117.315
id37	maleic acid	1963907.03	583135.568	2653973.69	511688.862	2516411.38	1129892.79	4267367.33	629485.209	6662447.32	475543.785	1671571.77	377679.184	4579882.01	1941125.47	3631718.26	1919462.86	1013309.23	456681.732	2756978.53	550356.065	620894.141	388216.176	2784111.91	NA	3950929.81	643569.125	4100432.99	554697.031	5879209.71	878397.641	763335.497	5994164	661972.213	4599490.08	141322.745	448628.08	609127.964	NA	814495.973	3092486.95	482721.213	2993090.53	NA	NA	NA	395531.949	4194646.94	2983579.57
id38	glycine 2	54695.039	247936.095	120823.973	171637.184	55287.951	126788.822	137209.852	245978.217	200417.756	139493.273	172434.126	183730.835	233336.873	207244.324	246273.381	117951.693	156649.258	175067.171	176351.794	309391.606	298899.862	221819.944	113890.469	222464.159	133682.875	188418.355	261440.752	296862.96	356220.119	219846.497	510339.222	389680.228	372001.074	401710.902	608077.517	264906.349	237464.295	269332.398	390381.371	416859.425	225173.68	320725.56	139946.859	413915.538	254386.631	185994.126	173243.444	168504.965
id39	1,4-Cyclohexanedione 2	112829.634	120332.625	106227.466	118330.408	106106.107	115566.48	119007.529	121527.918	121025.036	112036.095	110920.293	124095.599	117823.044	125626.811	98021.096	116775.287	113033.331	99476.951	114645.324	99858.748	105460.372	104696.964	110786.696	103931.455	104040.853	107605.061	99627.441	112813.356	98008.978	101453.117	114592.649	104648.92	116256.624	112173.316	103839.438	120964.749	104493.952	95332.48	124633.297	105193.124	97425.779	113515.874	82552.297	100284.045	91312.363	81313.508	105098.658	109060.996
id40	Glycine-d5	NA	NA	27233.1	16197.994	NA	28275.225	29941.547	15779.798	33364.719	20184.85	NA	11698.897	31670.453	NA	28796.444	NA	29906.792	NA	33398.608	14329.186	NA	6286.257	23752.186	NA	27831.281	14254.286	NA	NA	24077.393	NA	19160.229	NA	NA	25516.36	NA	NA	13939.609	NA	NA	NA	15871.655	27259.94	NA	NA	NA	NA	NA	26300.493
id41	succinic acid	6859445.22	4456212.85	3881192.43	2243852.41	5152833.99	5153935.79	5220862.77	1574369.88	4681051.26	1943172.42	4192592.49	1551991.02	4916387.87	4911030.21	3828178.68	4811849.83	6083594.45	1660493.99	6144564.87	2434943.37	1709548.99	1126106.4	3730029.51	878249.306	4992709.68	2136111.55	4193705.07	2029266.59	4431294.6	4493326.84	3196404.09	5561674.82	1372106.82	4258830.06	1324165.77	1141988.55	1836605.93	1239904.85	2088174.2	3350844.82	2003728.76	5190988.47	1042114.24	2268586.7	1066542.97	1030437.16	4590871.32	5833010.27
id42	Thymol	12701.456	NA	NA	NA	13277.341	15305.769	12656.997	NA	11496.54	9690.458	16131.229	7052.979	10537.605	11937.262	NA	11965.205	NA	NA	11916.202	NA	NA	NA	10963.983	8385.758	9440.426	7710.872	9050.019	7532.94	8068.724	12053.69	8075.563	10952.926	NA	NA	NA	NA	NA	NA	9573.706	NA	NA	NA	NA	3428.421	7386.113	NA	9732.924	NA
id43	4-Acetylbutyric acid 2	136773.152	140045.712	125415.959	143557.665	129552.362	137061.652	129527.976	143903.942	138292.34	130584.561	143441.465	139126.448	132762.515	147813.456	113229.561	137530.143	136166.384	124607.33	135576.536	111607.165	119801.563	129607.663	128288.416	129842.884	123663.932	130337.615	109558.397	136171.826	106402.286	125467.982	126249.641	115705.022	128923.14	124486.204	122279.215	133201.433	113532.44	115146.949	129093.718	120196.259	124201.519	122912.89	100403.095	105319.082	108337.168	97012.141	111698.052	129049.428
id44	1,3-Cyclohexanedione 1	60208.949	65516.774	56561.966	68401.244	58309.488	60674.091	61316.645	61009.783	67362.501	67637.91	61510.211	73574.972	62609.564	70335.346	49493.888	65320.678	59313.865	52176.993	66506.567	68928.973	54551.987	59009.19	67226.056	60372.884	66583.55	60035.312	45481.976	61902.848	48021.32	55300.87	59176.394	50239.408	57656.322	59579.927	56347.427	67145.724	54102.645	45296.104	62120.31	51808.989	51495.036	56685.212	43922.741	46968.541	44980.13	40206.345	57215.331	52556.446
id45	D-Glyceric acid	2896265.4	153454.537	2284452.41	108922.363	1622709.86	2084667.65	2769712.44	137238.464	5043538.91	113901.103	2312532.89	131575.695	4153636.28	2389662.14	3288261.68	1672379.64	2516045.43	119817.941	2422849.15	102392.079	170456.485	94806.004	1361476.08	79063.107	1784750.98	125211.167	3180347.01	154534.474	2700614.26	1770420.86	115341.736	4515754.41	119064.065	2837399.35	280603.112	120478.834	90564.795	98858.642	227615.337	2876689.97	96097.267	1979486.14	67674.374	111294.129	98268.112	93708.767	1126984.88	2130387.1
id46	uracil	27183.563	20507.695	23398.738	18365.92	20838.465	35525.74	27963.794	26827.493	21487.696	NA	31015.82	21190.618	27940.128	33620.19	18500.037	24150.444	34895.352	19257.869	33094.752	19591.187	26110.671	NA	NA	NA	30006.183	NA	48887.306	26462.919	24459.191	44160.018	NA	29355.54	30219.671	34082.125	187214.068	30879.84	25163.442	30367.455	40284.637	43593.02	27640.568	42883.566	NA	16441.247	30674.036	NA	38982.822	36935.473
id47	fumaric acid	455136.721	276202.649	311409.373	235072.985	302654.455	440576.707	374373.778	250188.749	427613.725	144716.913	266814.355	109440.116	363792.244	326207.737	274744.96	335931.048	515064.13	150383.848	453272.5	217878.597	277941.623	165440.934	276637.862	123462.097	373415.601	173579.14	358251.488	172408.933	394282.478	382975.577	228623.14	582286.898	185823.626	317847.738	331629.359	146413.605	219172.244	103770.658	170700.26	283563.206	145836.943	422996.763	102996.816	173508.755	109481.164	130094.904	326108.333	482892.209
id48	serine 1	1031698.13	526323.091	1784543.73	485198.116	811145.937	2423394.27	2315112.95	828198.675	1536944.09	297650.124	1114136.11	646875.421	1103061.61	1330789.46	760912.103	904022.776	2449555.99	393819.791	1616363.63	519629.097	1522907.28	552507.915	514938.327	352886.786	1134547.49	470416.972	918304.045	1062362.67	1930240.51	2904472.49	511588.127	1640588.02	752744.47	905934.443	845672.612	614185.616	313470.03	735581.06	1495096.68	1107838.67	446694.689	1599573.36	199703.833	455530.207	628321.6	327321.582	770709.425	1187212.25
id49	3-Hydroxynorvaline 2	59503.998	33803.32	61336.079	27349.961	39951.019	70309.7	48152.887	38839.977	53039.152	30324.812	91151.143	38150.814	64107.476	68125.34	55248.162	45395.523	65837.053	42699.77	54345.487	31506.026	47766.348	37557.755	44527.319	33904.183	43883.798	28542.317	54011.698	38710.217	42326.825	58349.181	35415.954	61382.452	35843.349	67968.58	39172.418	35997.145	30247.052	32095.198	33766.288	47823.148	23093.774	55595.898	26696.504	25729.995	23697.208	22710.787	33813	44467.616
id50	Pelargonic acid	11025.361	30381.051	59494.223	38765.799	14662.372	13249.561	40190.671	31682.35	71094.677	33403.258	49182.51	25060.256	43499.48	57521.307	48140.48	18607.58	16919.389	23823.338	19363.92	33957.642	23830.516	22835.72	26719.38	29557.333	11739.324	36520.173	48114.798	36110.563	52090.729	18104.735	37671.465	70299.428	28316.805	44919.067	31502.919	34518.447	28246.197	21723.827	32877.865	53014.956	34285.389	22885.482	38478.636	27990.78	23739.342	33472.023	22915.175	16324.98
id51	2,3-Dimethylsuccinic acid	48088.564	NA	45480.897	NA	43226.761	30473.808	143437.666	NA	68433.321	NA	72116.135	NA	81423.535	113327.151	62508.68	54346.144	55478.21	NA	53440.239	NA	NA	NA	37081.389	NA	40743.306	NA	63495.942	NA	53957.546	32837.656	NA	103604.383	NA	61109.731	NA	34518.447	NA	NA	28063.424	50508.779	NA	34871.033	NA	NA	NA	NA	24019.688	52988.835
id52	3-Methylamino-1,2-propanediol 2	568934.318	123020.521	641056.153	84280.925	737414.561	532221.297	501670.84	70237.354	442628.065	91996.632	467496.926	72362.238	566417.121	518661.945	459261.289	495584.071	591738.454	87829.401	521381.016	81793.858	63974.571	28892.622	390719.902	27927.043	539465.663	117019.618	442815.156	86219.932	429735.077	744024.499	90622.188	378292.827	57805.525	521266.973	NA	67718.224	75512.585	40035.357	114051.615	391863.293	72067.369	523321.507	50885.667	67474.972	52664.224	90977.564	432959.692	505180.314
id53	threonine 1	265330.741	146933.654	338042.396	137825.45	268030.257	537870.88	375181.2	320911.372	370412.994	104223.401	282004.158	259380.806	258924.869	317093.306	239527.517	320728.521	517136.02	158165.155	456607.956	146656.662	585858.942	241655.602	204576.305	196867.385	313292.213	173116.422	244617.046	438644.394	422595.476	606043.541	149477.462	359968.038	252241.929	303237.107	332962.602	287945.348	114396.012	303093.874	614216.572	279087.13	148088.815	502400.046	81157.315	160901.044	243253.814	118922.527	302782.518	331510.762
id54	Tartronic acid	53991.915	32724.753	51395.112	27961.014	46715.436	54443.042	52218.969	36364.485	59208.384	30744.035	55734.642	30438.317	50983.998	57111.54	47292.653	51675.2	55653.047	26781.474	65569.463	22506.026	33481.781	25859.749	41237.143	26142.525	47421.116	26461.048	50299.548	29331.974	54743.881	59059.29	28589.495	53348.763	34026.835	56743.257	32833.044	29409.961	26565.104	32259.42	31040.5	35739.693	24486.031	63494.375	NA	20563.849	27777.449	NA	49085.201	55634.988
