ID	metabolite	A148_1	A138_1	A126_1	A137_1	A152_1	A145_1	A127_1	A162_1	A132_1	A141_1	A121_1	A164_1	A128_1	A124_1	A131_1	A151_1	A146_1	A142_1	A149_1	A134_1	A157_1	A159_1	A155_1	A161_1	A156_1	A139_1	A130_1	A167_1	A123_1	A147_1	A133_1	A129_1	A160_1	A125_1	A158_1	A163_1	A135_1	A165_1	A168_1	A122_1	A140_1	A150_1	A144_1	A136_1	A166_1	A143_1	A154_1	A153_1
id109	Ribonic acid, gamma-lactone	27126.091	15007.213	18925.202	15104.936	27576.355	42368.846	32683.942	11250.93	31583.09	11686.044	22059.014	10726.941	22488.372	27189.14	17799.618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id110	cis-1,2-Dihydronaphthalene-1,2-diol	NA	7142.524	NA	7991.257	6157.846	NA	12645.621	29153.378	NA	18705.517	10058.924	35409.421	21165.678	15596.07	28968.116	23720.841	13517.787	37659.959	12931.222	23529.543	68022.989	59233.98	19871.396	53778.193	23181.324	38967.71	27967.619	72499.036	36026.394	12292.457	24825.201	28247.362	39071.87	47234.458	63299.221	66527.842	21758.676	55786.927	80667.613	27671.758	35299.84	31710.149	19715.336	NA	50494.252	26748.324	25646.537	18965.271
id111	N-alpha-Acetyl-L-ornithine 3	26399.664	134375.337	25837.859	79287.502	37529.363	38551.275	12866.589	59102.971	35454.464	117642.935	26715.723	45703.932	12449.631	21558.753	21120.685	24872.789	21697.158	68171.12	74333.424	41235.754	15994.963	25367.626	28303.006	29245.374	29730.378	51457.479	18952.061	46507.321	22900.068	31848.189	111650.969	NA	44062.15	22428.656	9610.118	32425.206	62142.356	39655.544	34038.026	11722.834	57737.228	52039.579	79334.427	52288.096	36026.677	48143.431	56432.277	23059.327
id112	xylitol	NA	NA	10019.2	NA	8552.387	10323.403	12896.727	9745.036	13434.262	NA	14497.25	NA	14712.442	12493.852	11574.525	9228.294	10957.645	4019.587	NA	NA	NA	NA	9871.207	NA	12520.865	NA	14567.53	NA	14278.122	10170.645	6341.015	17513.937	NA	15330.323	NA	4435.849	3130.584	3969.086	10333.463	9843.39	3919.726	NA	4497.821	NA	NA	NA	NA	12713.225
id113	Acetol 4	NA	751062.509	NA	444213.339	NA	212115.787	NA	329101.06	NA	NA	NA	NA	NA	NA	NA	NA	114533.402	366743.1	425757.563	238026.154	86150.945	124551.923	NA	159823.024	185390.96	264002.083	NA	244236.747	NA	181253.287	595814.746	NA	235076.186	NA	NA	173452.219	351402.998	213894.905	175580.628	NA	315611.244	298085.221	442352.244	292708.03	187480.839	257992.383	331990.296	125095.302
id114	Levoglucosan	248456.876	NA	374349.674	129971.728	247946.734	177552.718	374082.286	NA	388756.232	153467.484	362630.458	101102.879	464706.966	505242.103	430823.76	241456.729	149901.287	120630.464	186084.973	117471.161	73765.747	77985.173	217372.621	87498.727	205170.473	112797.997	459279.256	97994.924	380114.221	177955.786	149571.67	306730.195	111479.836	556349.611	95916.708	103107.861	116441.478	79053.255	80298.962	344679.755	114117.594	213006.83	115176.357	2017.252	72385.092	90885.778	192463.182	156432.187
id115	ribitol	266823.563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id116	IS	2328021.74	2308104.3	2409857.66	2177107.11	2470823.58	2400745.89	2437102.57	2192322.57	2554047	2317250.05	2554815.59	2117563	2585179	2596247	2546566	2174317	2444714	2290834.54	2628476	2225150	2256088	1917193	2085229	2114843	2456921	2279526	2624334	2199821	2520943	2503085	2431337	2610520	2189157	2553676	2373737	1981429	2253339	2097687	2282676	2511362	2325138	2596909	2225422	2307379	2138293	2184643	2589015	2485870
id117	Orotic acid	17017.913	NA	44581.653	NA	18027.412	21035.098	41713.429	NA	30026.176	NA	19786.87	NA	48628.828	30262.197	NA	27962.541	21178.135	NA	23482.534	NA	NA	NA	14372.452	NA	21283.13	NA	36724.284	NA	30571.255	20150.598	NA	42945.458	NA	32890.617	NA	NA	NA	NA	NA	9476.046	NA	12767.69	NA	NA	NA	NA	12427.998	21403.459
id118	6-deoxy-D-glucose 2	133431.411	51007.553	144600.351	45828.396	123116.059	125822.309	86720.92	35216.901	155122.832	51714.01	129816.351	33518.491	NA	163549.249	NA	129679.835	NA	46823.988	144846.885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id119	Diglycerol 2	298513.093	15591.025	323830.668	NA	289274.008	361892.2	349276.395	15660.256	334764.191	16505.458	265644.035	20739.227	400874.818	407223.6	352040.124	309897.455	459504.47	19831.951	320077.835	18464.397	18256.664	14137.776	262188.418	11192.566	312012.835	26910.685	368391.893	23922.405	447549.354	384553.845	21361.783	416114.359	20623.168	410731.137	8836.967	22230.908	17527.825	19481.821	44770.275	234254.268	18168.304	328735.266	17628.115	18069.979	20290.936	16158.687	277772.694	356765.826
id120	Aconitic Acid	58694.465	NA	87040.764	NA	68090.852	NA	NA	NA	79406.58	13505.119	NA	NA	NA	94309.739	NA	NA	86158.198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93778.777	NA	NA	86266.154	NA	85678.916	NA	NA	12792.437	NA	16742.202	55139.446	NA	68325.529	NA	18912.756	NA	NA	NA	72399.341
id121	citrulline 2	509868.946	465012.147	546301.613	480570.923	519887.85	547845.39	541377.425	457222.349	599812.678	441126.217	656410.647	408233.502	586947.736	670604.973	548386.081	606920.808	566396.693	451322.833	588231.87	393072.728	418101.82	408157.117	574025.838	435208.698	598362.189	446445.062	566143.661	482354.938	587250.111	564998.82	424564.528	470512.78	431423.974	656444.899	458701.637	434380.845	409011.916	399476.277	476463.445	500290.237	422721.616	523385.204	435566.858	385944.79	382602.001	396672.405	465443.929	501579.05
id122	Glucose-1-phosphate	2846184.61	6569394.14	2891775.9	5476221.1	2943475.04	4265385.2	2231826.34	2981191.68	2198631.81	4819912.61	2957422.02	2051347.69	2187704.15	3142950.28	2760089.4	2569570.06	2973331.32	3013383.41	5341146.03	4671457.69	988089.999	1164179.89	2798124.81	1441216.31	2800351.35	3094443.8	2636600.68	1729327.43	3342271.97	3513186.7	7153217.24	1899070.2	2543489.56	2921398.02	561184.981	1822531.55	5519431.17	1782676.76	1411323.72	1920357.11	3190823.64	4302229.71	4146986.9	4431999.55	1774821.13	3110714.99	3977799.91	2393874.55
id123	D-(glycerol 1-phosphate)	250230.061	94903.065	307458.902	81898.935	156638.175	275314.623	269076.851	NA	209060.427	33756.379	314995.862	22146.851	237493.226	378593.717	201184.48	197435.647	355522.281	41669.465	270884.759	88972.164	31402.291	23112.64	136993.467	10532.365	170052.674	44814.223	232882.97	43156.094	246546.588	341582.144	43192.472	261360.023	16868.37	312790.178	NA	19198.484	48451.946	16110.403	27008.454	199086.392	63887.074	223104.003	22636.972	87673.08	13903.801	20550.295	104594.987	195200.436
id124	Glucose-1-phosphate	2532499.88	1629324.5	4864314.62	1609419.76	3176756.95	2703090.35	5358000.79	1302545.35	5413540.75	2036399.72	5971385.05	1429695.76	6949973.78	8306387.37	7320117.92	4471843.22	3437161.2	1809053.79	3857382.32	1871918.41	922040.787	959742.797	3821321.86	1060728.41	4171192.96	1975308.72	8285802.96	1593248.19	6773142.61	4495306.55	2481293.59	6048437.9	1511703.76	10121330.7	1716219.16	1610854.7	2084705.86	1233944.14	1228348.94	6500060.17	1921418.29	4640000.73	2073336.59	1709282.15	1041729.93	1664488.49	4897402.61	3939151.7
id125	2-Deoxy-D-galactose 2	105108.908	NA	NA	NA	NA	NA	NA	NA	119325.705	NA	NA	NA	NA	NA	NA	NA	NA	NA	93156.122	NA	25979.923	17449.475	NA	17198.984	NA	NA	NA	NA	120443.946	74387.394	NA	133522.217	NA	127915.209	53827.011	NA	NA	NA	36477.863	NA	NA	NA	NA	NA	NA	14044.745	83762.922	NA
id126	3,6-Anhydro-D-galactose 4	NA	0	NA	301.03	44575.081	368.32	61700.326	9129.374	81738.284	421.98	80825.064	11821.535	NA	94396.258	75741.262	54248.182	56243.776	11745.136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id127	Dehydroshikimic acid 2	114266.304	NA	112047.947	NA	115693.027	111343.825	112552.873	NA	137092.407	NA	176949.712	5235.977	124896.305	160265.331	102242.485	121737.648	130898.983	NA	163586.604	NA	6067.16	NA	83364.855	NA	127464.2	NA	126959.769	5006.086	106690.683	123263.968	NA	117254.354	4507.59	171148.46	12081.62	NA	NA	NA	7635.164	135771.62	NA	110995.361	NA	NA	NA	NA	67595.518	95359.695
id128	alpha-D-glucosamine 1-phosphate	NA	0	90479.904	5750.442	67607.154	5002.381	NA	NA	92921.543	7420.315	88406.003	NA	NA	177466.009	113116.172	NA	NA	NA	72864.454	NA	8292.108	NA	96901.892	NA	78398.245	11840.045	116654.499	8949.023	109111.585	77192.54	8486.721	125220.171	9559.131	120338.93	6331.777	8069.847	9312.651	6320.477	14804.166	62337.491	8495.984	65770.83	7240.548	6370.926	8352.523	6764.009	48525.786	78963.443
id129	shikimic acid	52772098.7	994538.629	NA	729008.167	NA	40508775	43041086.2	739470.514	41521863.8	819122.775	5726765.72	NA	NA	51785182.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id130	citric acid	31783224.9	10961529.5	26671617.4	9668737.39	25900279	25461343.5	26767841	3005566	32488931	5411580.48	26448561.5	3368555.54	25845078.9	27392201.8	25557355.4	NA	27929705.5	2654451.15	31828099.6	10524059.4	2908143.65	2878997.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id131	isocitric acid 2	2033746.1	209528.062	2238103.67	NA	1273061.55	2190383.84	1432390.56	NA	1276376.75	NA	2182681.68	NA	1223670.09	2428750.58	NA	NA	NA	1311.019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	886.714	NA	NA	158999.989	NA	NA	NA	46000.908	NA	25489.518	NA	NA	NA
id132	N-Acetylisatin 3	NA	NA	83288.867	8464.83	56773.211	33338.651	76871.712	NA	80448.065	NA	65780.271	NA	82319.188	86396.693	NA	60675.885	38263.911	NA	78790.603	NA	NA	NA	NA	NA	59444.858	NA	79527.226	NA	97226.556	NA	8156.501	73460.448	NA	106195.726	NA	NA	4981.432	NA	NA	61004.175	NA	69650.032	NA	11305.956	NA	4667.222	55732.294	61792.463
id133	1,5-Anhydroglucitol	1558232.6	NA	1030832.1	340978.014	NA	NA	1003327.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id134	Dehydroascorbic Acid 1	NA	NA	NA	NA	85145.406	NA	NA	NA	NA	NA	NA	NA	NA	232735.587	NA	114880.263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id135	quinic acid	NA	1994160.94	18101241.6	1437074.02	20614528.8	8533387.5	9133942.26	2004816.29	8304520.22	1411597.28	19531062.1	1715630.44	14993368.5	10185242.7	16167613.7	8551130.16	9125363.53	2168031.97	18256571	1320516.34	3271355.72	1191335.92	17664592.6	812889.078	13049221.4	1406443.12	11394063.5	1683421.34	13793032.5	10521568.9	1327914.97	NA	1639543.62	10350401.8	1300861.82	1512141.7	1015174.96	1615376.91	3361715.62	15486292.1	1362795.8	9526540.75	1317024.75	2152536.78	1053302.41	1244460.97	984794.21	20463532.3
id136	fructose 1	NA	97460257.9	104425561	85451274.6	NA	96958487.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id137	fructose 1	NA	1546916.96	2425480.08	2195952.57	2820308.92	2202804.49	1956121.81	1848752.46	2131133.45	2202642.38	2327378.54	NA	704287.768	2119789.54	NA	2141994.16	1624130.67	2181613.87	2702414.95	2041641.93	NA	NA	2516290.73	NA	2167351.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id138	Gluconic lactone 1	287224.658	NA	117080.309	111221.333	191064.607	208733.489	74660.123	107238.832	185564.002	98207.532	452321.492	NA	134772.787	402281.062	230476.754	82765.693	NA	149578.576	348911.129	113506.252	110498.368	NA	82654.994	56761.75	165840.344	137503.26	221570.267	124188.126	213396.007	264951.521	64844.071	202847.843	112202.142	297338.247	NA	91970.679	123096.388	NA	136663.532	174830.813	144701.993	NA	NA	74235.321	NA	51052.887	NA	209010.185
id139	glucose 1	29130367.5	40833715.6	37939115.6	27401000.9	37291822.7	42062734.9	NA	22045501.7	42160830.9	27695327.5	33273923.5	20635694.4	38307033.6	34952707	48017083.1	31952526.6	25324564.6	27404157.8	41884448.3	24524116.3	19355393.9	15403273.6	34390640	15608891.8	41102087.8	23141305.1	45056577	20525333.1	55905045.5	23998242.2	34181742	NA	19584688.4	37027777	41955831.8	19313221.9	23744020.3	NA	20116229.8	31716339.2	22550590.3	40354314.1	26619815.2	28818022.7	16991077.1	30553473.1	62915110.2	38726802.3
id140	L-Gulonolactone	NA	NA	32886.943	NA	NA	34529.731	NA	NA	NA	NA	NA	NA	NA	NA	NA	43216.831	NA	NA	NA	NA	NA	NA	24169.327	NA	NA	NA	NA	NA	32457.689	NA	NA	NA	NA	4888.889	NA	NA	NA	NA	NA	17586.871	NA	NA	NA	NA	NA	NA	NA	NA
id141	galactose 1	16764.395	63949.021	25368.854	11147.216	NA	NA	31671.155	NA	4769.006	12484.617	5875.184	26081.328	NA	3048.274	6981.725	25473.282	17506.41	11138.523	6192.914	12712.516	16568.503	12475.567	26427.691	17289.607	3846.448	17081.025	4366.186	29360.278	26698.451	26052.677	53336.27	5769.978	24342.802	5462.12	7742.658	35019.66	17886.322	33962.224	31032.712	37674.143	16208.312	7012.874	14856.447	13615.161	27372.315	13465.645	NA	NA
id142	mannose 2	449386.763	379999.299	527086.574	339226.002	NA	436211.743	487350.229	366329.63	553362.314	347062.033	490210.764	276127.71	569011.616	475143.176	600257.267	483108.45	377663.826	315615.725	480520.25	305730.645	266929.159	238291.762	484977.539	NA	570146.028	291801.68	579231.847	277655.313	526405.178	396201.568	378988.482	579874.986	286537.752	510848.071	721790.146	266606.456	312254.987	271071.884	288673.733	503071.727	302805.623	502575.618	331755.159	340554.025	256507.649	304801.265	3345.719	547140.708
id143	8-Aminocaprylic acid	10965.148	13825.247	39495.818	19765.251	NA	34158.492	56181.749	5955.312	NA	23700.004	7539.471	84681.54	NA	6789.73	NA	39131.408	39303.955	33746.168	8758.572	NA	94664.921	51013.757	40599.761	44358.274	10131.237	17825.09	NA	99955.15	44409.252	43588.19	14349.896	13691.469	69176.036	5484.392	NA	57539.11	18824.07	94852.278	142831.512	NA	NA	NA	NA	8892.381	103432.667	NA	NA	10520.873
id144	ascorbate	71911.448	NA	1198312.01	NA	86994.895	793094.346	1721563.62	NA	220634.44	NA	207206.614	NA	286488.392	254454.674	358552.136	1028677.29	88862.016	NA	151519.772	NA	NA	NA	105930.505	NA	106417.498	NA	304260.873	NA	222409.592	676499.482	NA	222699.697	NA	286045.014	NA	NA	NA	NA	NA	183612.197	NA	133905.732	NA	NA	NA	NA	165430.543	102492.59
id145	tyrosine 1	NA	217435.987	NA	49204.627	NA	NA	NA	295063.642	NA	49724.374	NA	211907.012	NA	NA	NA	NA	NA	65816.138	NA	NA	426581.991	150267.332	NA	95422.342	9115.392	NA	NA	378097.559	NA	NA	354258.209	NA	272309.385	NA	14368.051	192839.611	42781.996	222437.781	456139.272	38563.67	NA	NA	38445.689	126938.101	216342.138	127515.777	50477.649	14617.801
id146	Sedoheptulose	12650.53	NA	13846.3	NA	8971.341	7912.715	119364.525	498981.453	NA	156628.748	32888.172	NA	70357.323	16682.698	45739.016	NA	17970.963	83522.808	NA	NA	NA	NA	21056.883	343684.377	13512.82	15353.246	83146.617	NA	36117.713	17200.78	NA	17381.859	NA	37612.78	NA	NA	NA	NA	NA	39730.503	NA	17143.219	92556.074	NA	NA	263028.675	24293.439	18308.268
id147	4-hydroxycinnamic acid	14842.647	361906.286	25398.676	105061.211	22068.595	26226.174	171545.178	263386.769	31767.922	114859.749	42254.167	421544.461	30585.322	29686.988	39562.993	68377.117	31548.206	128973.533	50510.954	61126.142	435874.726	300687.276	36530.952	245025.968	34154.987	53282.648	42935.116	506983.469	31453.407	60026.086	302678.629	38730.997	356419.815	35934.78	27711.797	314511.226	83863.851	418500.063	608537.993	55524.393	62640.552	50061.544	105882.989	219335.366	385187.732	147893.363	69892.352	38925.809
id148	glucuronic acid 2	NA	NA	4972.501	NA	5981.341	NA	29148.693	NA	NA	NA	NA	NA	NA	3750.205	5279.62	9452.54	3438.064	NA	NA	NA	NA	NA	5744.963	NA	NA	NA	NA	NA	7217.612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7040.96	NA	NA	NA	NA	NA	4496.197
id149	conduritol b epoxide 2	38154.049	893588.011	83239.965	207379.88	101964.266	72547.97	432543.749	368137.385	128782.694	98099.448	101022.685	185842.037	97781.931	82432.476	166695.293	231151.943	74949.422	132395.154	178651.417	50078.826	172875.132	95739.564	112402.776	65177.553	120126.663	28264.711	134050.974	NA	86984.338	95084.4	386788.094	112742.428	NA	85236.546	55845.932	100741.552	132576.352	107368.158	NA	NA	NA	NA	NA	372152.407	NA	51146.418	NA	NA
id150	lipoic acid	32260.179	281284.645	36543.241	66031.13	28746.755	32174.412	206452.531	371139.698	37486.045	177006.67	44668.138	327385.577	32287.905	38170.123	41789.813	64407.01	32007.027	64965.316	52356.269	35086.751	328612.591	308746.254	46113.294	323561.224	34884.615	52679.557	34838.979	370543.303	33563.5	56705.394	182405.138	34337.917	350422.778	36549.101	25228.682	340628.379	99538.25	323366.704	404915.348	35268.962	44198.964	37379.696	93766.072	252182.222	NA	178569.374	49743.9	43154.907
id151	4-nitrophenyl phosphate	152384.092	NA	580036.137	NA	281164.735	291379.221	1173181.42	NA	227418.941	NA	220277.393	NA	129215.068	182377.374	147077.504	1257582.83	161523.705	NA	397091.396	NA	NA	NA	266377.497	NA	188890.508	NA	135294.562	NA	187301.728	362475.172	NA	111111.115	NA	176101.506	NA	NA	NA	NA	NA	62055.55	NA	268513.57	NA	NA	NA	NA	239544.423	175509.431
id152	pantothenic acid	NA	5993.673	NA	NA	14216.715	NA	229191.914	9892.8	15129.875	3541.981	12671.525	8674.002	16414.8	17737.124	12972.11	155144.911	21295.639	NA	24977.953	9785.246	13246.805	NA	21068.586	NA	14725.379	12954.17	NA	14130.054	NA	NA	4360.125	NA	NA	11653.271	NA	NA	NA	11630.214	20993.26	20862.172	NA	14294.249	NA	NA	NA	NA	16614.724	19786.763
id153	gluconic acid 1	137401.746	22460.322	528539.655	NA	39508.404	324325.06	583873.16	52874.586	45542.97	10170.996	96588.383	39400.935	62920.697	125891.105	66136.438	334717.18	430785.521	7049.518	108595.962	NA	46037.684	37734.859	61858.963	17439.273	32746.732	18853.429	55059.823	38679.921	374867.212	744170.381	18300.84	57991.041	35601.519	102691.32	36175.789	43951.564	22366.429	46028.556	61043.162	122603.442	34582.894	77481.081	3260.206	9626.408	67927.191	7159.55	47690.549	45356.72
id154	Guanidinosuccinic acid 3	4780207.56	15298.703	NA	9836.764	6799587	7547198.29	7351099.68	NA	2976143.54	NA	2349274.76	NA	1918930.46	1817007.82	1429251.67	7907088.1	4078733.47	NA	3217634.39	48698.403	3628.434	1533.529	5367023.83	3152.768	1594543.8	NA	1510148.56	9450.653	6900472.56	7186262.46	4955.843	1142734.39	4452.924	2692221.16	NA	3283.294	NA	NA	20014.49	1289592.32	20904.847	2625566.56	NA	18425.028	NA	NA	2786002.97	2298920.75
id155	Galactonic acid	21940.268	NA	247049.142	21856.597	NA	NA	178770.233	15209.225	28660.334	0	24003.751	18910.12	29582.679	23070.852	31502.47	204609.997	NA	14326.154	54360.303	24752.975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id156	glutamine 5	3739532.27	NA	NA	NA	NA	6741475.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id157	palmitoleic acid	NA	NA	NA	54129.329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52963.96	NA	48555.245	NA	36743.476	NA	NA	NA	41532.105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id158	mucic acid	NA	NA	NA	NA	NA	NA	15395.708	NA	NA	NA	NA	NA	NA	NA	NA	15304.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	6341.844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4119.292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id159	palmitic acid	NA	16341976.6	8918828.99	16798518.2	6854183.34	NA	4373157.46	15978266.9	4635820.94	NA	4053846.57	13994027.5	6483724.34	4377373.56	2081290.44	9300796.7	8682330.75	15477556.5	2518937.83	15421784.6	16832797.8	12882098.1	9825143.48	13592810.4	4817350.48	14054787.2	2730055.73	15386227	7892406.24	8576254.92	12866478.4	3123439.71	15972602.9	4230369.76	10856494.2	12826193.6	15630147.8	13571240.8	16459605	10102956.6	16122231	3176585.17	14312325.2	12039158.5	11272372.2	14237300.2	4582775.83	6403534.11
id160	Isopropyl-beta-D-thiogalactopyranoside	NA	23670.513	81395.48	86515.96	38189.605	10487.178	105334.495	907432.261	12274.911	958134.151	9928.707	27833.044	12583.07	NA	8511.088	49966.464	30022.335	262138.658	10372.688	123082.885	NA	12386.634	27659.293	682046.412	10899.882	153024.105	10585.603	36774.155	29977.212	97915.944	115411.264	NA	187812.007	15278.951	24554.496	8966.255	87753.338	13560.35	27406.532	64141.226	178224.351	NA	344115.296	35225.896	31675.554	337285.585	NA	NA
id161	N-Acetyl-D-galactosamine 2	NA	NA	NA	NA	NA	NA	193783.797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id162	myo-inositol	2049091.21	1651398.15	2619293.77	1374737.29	2139527.75	2664829.53	2059882.71	1563649.06	1669057.07	1540859.59	379227.95	2198327.96	1734531.83	1142763.55	394094.394	2700551.65	2923853.91	1847220.78	599495.022	1464788.2	2221151.52	1548735.74	3073933.84	1131525.56	1642921.21	1662263.74	397708.092	2699128.18	2281659.23	3020745.74	1018227.79	1284926.46	1649252.58	1065062.26	2008998.84	1863929.54	1294110.03	2109904.08	2877403.53	2372159.19	2106724.31	482339.361	1605260.72	1794472.44	2114030.5	1514249.73	730636.468	2078747.6
id163	uric acid	NA	101168.587	NA	70854.25	11393.745	NA	NA	NA	NA	NA	NA	69315.537	NA	NA	NA	NA	NA	66575.176	9472.478	53444.018	70634.505	64674.686	NA	77186.841	4631.196	77990.83	NA	81377.337	NA	102376.943	70310.651	NA	70993.41	NA	58437.077	88007.42	64550.098	65046.115	91810.363	NA	58500.203	8471.063	87837.225	62726.267	68069.101	79904.572	13907.351	NA
id164	ferulic acid	45262.186	18556.305	100806.427	19520.901	15748.104	NA	103691.711	23738.379	11248.769	18761.408	14167.785	27591.201	NA	13728.867	12933.519	111923.486	54992.983	20174.149	11414.566	26750.423	30297.279	28551.942	92492.505	24558.402	NA	26041.684	15783.788	44570.651	NA	98711.305	NA	13963.316	33535.797	18292.553	NA	27798.036	29555.872	35258.031	50498.653	108596.046	36904.481	13195.39	NA	33069.609	29100.239	23778.341	21624.117	NA
id165	N-Acetyl-beta-D-mannosamine 4	105060.578	14474.969	201735.477	10927.472	23984.139	76949.173	279969.63	12989.492	87941.106	15940.393	20175.254	11231.454	70063.826	99536.128	23516.893	150922.076	111183.186	12575.461	12984.797	14112.053	13561.947	9311.795	141516.961	8804.692	54015.709	12025.488	25141.701	16321.442	138073.59	115858.562	14992.302	32537.766	NA	32645.672	NA	12511.796	10593.438	12145.75	44036.252	130758.208	13152.932	16377.564	13384.288	11308.17	14051.406	12413.06	18161.704	47997.939
id166	d-Glucoheptose 1	181180.685	55509.076	253412.474	35585.27	NA	NA	242661.566	51835.73	80541.079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
id167	3,4-dihydroxycinnamic acid	609124.058	43397.174	952411.254	48400.266	103979.713	542293.22	1141659.78	77998.845	142799.857	74316.356	220600.141	80741.844	310743.557	193503.568	81505.224	1050618.01	894988.002	85672.178	47426.335	77443.619	63422.482	72594.567	999187.919	76194.135	191545.959	78478.792	283526.194	111396.795	748858.086	820219.944	95807.413	427334.222	107782.282	655310.26	81732.697	111209.854	94664.414	74022.569	88419.795	966075.096	111195.478	57954.214	81295.975	81447.509	58654.305	51547.201	72510.189	214990.89
id168	Isoxanthopterin	147194.717	NA	NA	NA	12583.358	83838.145	156537.647	NA	30504.777	NA	91887.116	NA	NA	29586.084	13934.768	145651.647	136801.547	NA	9746.448	NA	NA	NA	134413.234	NA	NA	NA	68504.984	NA	134434.127	116462.028	NA	59873.404	NA	128270.393	NA	NA	NA	NA	15074.977	NA	NA	NA	NA	NA	NA	NA	NA	23775.176
id169	heptadecanoic acid	79678.098	75427.607	62310.026	62356.264	NA	83718.811	30501.41	69980.083	NA	64758.136	45980.775	47341.379	NA	NA	NA	63328.598	74317.95	49727.504	NA	77644.1	69716.388	51369.74	58923.127	50932.541	NA	46382.957	NA	59469.32	28507.186	68496.313	74473.505	NA	57570.09	NA	45646.636	43860.571	50537.86	51168.058	53567.566	52507.981	61136.548	NA	43253.022	60532.616	36738.351	47424.602	NA	7457.971
id170	Phytol	63920.689	44256.537	65187.808	39272.772	25031.209	61044.057	41812.99	54491.639	NA	46972.347	15039.919	33259.472	27234.31	NA	NA	59101.378	NA	45136.889	NA	38650.179	46986.893	43422.433	84919.434	34733.568	10289.855	44638.075	NA	47945.362	48802.491	NA	44321.504	NA	40006.757	17552.034	34346.486	54432.43	41611.44	32407.42	41045.555	52923.245	34464.77	NA	39583.574	27999.375	35686.025	41176.505	NA	9928.435
