pathway	geneid
ocu00140	100343291
ocu00140	100343388
ocu00140	100343882
ocu00140	100344880
ocu00140	100345193
ocu00140	100345737
ocu00140	100346041
ocu00140	100346075
ocu00140	100346394
ocu00140	100346603
ocu00140	100346743
ocu00140	100346986
ocu00140	100347914
ocu00140	100348607
ocu00140	100349261
ocu00140	100349436
ocu00140	100349876
ocu00140	100350282
ocu00140	100351592
ocu00140	100353430
ocu00140	100353574
ocu00140	100354142
ocu00140	100356754
ocu00140	100357038
ocu00140	100357464
ocu00140	100358590
ocu00140	100358604
ocu00140	100358708
ocu00140	100358969
ocu00140	100359229
ocu00140	103345647
ocu00140	103347152
ocu00140	103350786
ocu00140	103351405
ocu00140	103352486
ocu00140	108175380
ocu00140	108175477
ocu00140	108175478
ocu00140	108178122
ocu00190	100008594
ocu00190	100008669
ocu00190	100009125
ocu00190	100009221
ocu00190	100009279
ocu00190	100125982
ocu00190	100125983
ocu00190	100327269
ocu00190	100327270
ocu00190	100328584
ocu00190	100328585
ocu00190	100328760
ocu00190	100328815
ocu00190	100337966
ocu00190	100338219
ocu00190	100338343
ocu00190	100338645
ocu00190	100339009
ocu00190	100339082
ocu00190	100339424
ocu00190	100339628
ocu00190	100340178
ocu00190	100340645
ocu00190	100341219
ocu00190	100341367
ocu00190	100341474
ocu00190	100341508
ocu00190	100341908
ocu00190	100341941
ocu00190	100342678
ocu00190	100342714
ocu00190	100342903
ocu00190	100342924
ocu00190	100342996
ocu00190	100343255
ocu00190	100343793
ocu00190	100343886
ocu00190	100343982
ocu00190	100344154
ocu00190	100344233
ocu00190	100344371
ocu00190	100344527
ocu00190	100344827
ocu00190	100344965
ocu00190	100345307
ocu00190	100345365
ocu00190	100345545
ocu00190	100345745
ocu00190	100345777
ocu00190	100345802
ocu00190	100346096
ocu00190	100346169
ocu00190	100346411
ocu00190	100346670
ocu00190	100346817
ocu00190	100347143
ocu00190	100347288
ocu00190	100347541
ocu00190	100347545
ocu00190	100347571
ocu00190	100347673
ocu00190	100347710
ocu00190	100347823
ocu00190	100347938
ocu00190	100348563
ocu00190	100348723
ocu00190	100349288
ocu00190	100349320
ocu00190	100349589
ocu00190	100349642
ocu00190	100349774
ocu00190	100350157
ocu00190	100350237
ocu00190	100350526
ocu00190	100350580
ocu00190	100350704
ocu00190	100350787
ocu00190	100351141
ocu00190	100351492
ocu00190	100351669
ocu00190	100351820
ocu00190	100351840
ocu00190	100352168
ocu00190	100352275
ocu00190	100352330
ocu00190	100352363
ocu00190	100352404
ocu00190	100352718
ocu00190	100353292
ocu00190	100353320
ocu00190	100353383
ocu00190	100353410
ocu00190	100353482
