pathway	geneid
ctp00190	CTRG_03894
ctp00190	CTRG_04003
ctp00190	CTRG_04170
ctp00190	CTRG_04268
ctp00190	CTRG_04269
ctp00190	CTRG_04374
ctp00190	CTRG_04402
ctp00190	CTRG_04515
ctp00190	CTRG_04698
ctp00190	CTRG_04772
ctp00190	CTRG_04848
ctp00190	CTRG_05117
ctp00190	CTRG_05173
ctp00190	CTRG_05324
ctp00190	CTRG_05643
ctp00190	CTRG_05722
ctp00190	CTRG_05748
ctp00190	CTRG_05797
ctp00190	CTRG_05824
ctp00190	CTRG_06129
ctp00190	CTRG_06134
ctp00190	CTRG_06190
ctp00220	CTRG_00179
ctp00220	CTRG_00556
ctp00220	CTRG_01005
ctp00220	CTRG_01484
ctp00220	CTRG_01673
ctp00220	CTRG_02210
ctp00220	CTRG_02333
ctp00220	CTRG_02668
ctp00220	CTRG_03432
ctp00220	CTRG_04035
ctp00220	CTRG_04530
ctp00220	CTRG_04692
ctp00220	CTRG_05048
ctp00220	CTRG_05176
ctp00220	CTRG_05401
ctp00220	CTRG_06030
ctp00230	CTRG_00218
ctp00230	CTRG_00273
ctp00230	CTRG_00373
ctp00230	CTRG_00524
ctp00230	CTRG_00587
ctp00230	CTRG_00627
ctp00230	CTRG_00819
ctp00230	CTRG_01093
ctp00230	CTRG_01131
ctp00230	CTRG_01184
ctp00230	CTRG_01236
ctp00230	CTRG_01309
ctp00230	CTRG_01316
ctp00230	CTRG_01327
ctp00230	CTRG_01347
ctp00230	CTRG_01399
ctp00230	CTRG_01460
ctp00230	CTRG_01499
ctp00230	CTRG_01674
ctp00230	CTRG_01698
ctp00230	CTRG_01761
ctp00230	CTRG_01783
ctp00230	CTRG_01840
ctp00230	CTRG_02104
ctp00230	CTRG_02120
ctp00230	CTRG_02225
ctp00230	CTRG_02244
ctp00230	CTRG_02291
ctp00230	CTRG_02598
ctp00230	CTRG_02888
ctp00230	CTRG_03188
ctp00230	CTRG_03195
ctp00230	CTRG_03394
ctp00230	CTRG_03411
ctp00230	CTRG_03661
ctp00230	CTRG_03987
ctp00230	CTRG_04045
ctp00230	CTRG_04132
ctp00230	CTRG_04138
ctp00230	CTRG_04301
ctp00230	CTRG_04317
ctp00230	CTRG_04462
ctp00230	CTRG_04898
ctp00230	CTRG_04957
ctp00230	CTRG_05226
ctp00230	CTRG_05248
ctp00230	CTRG_05262
ctp00230	CTRG_05407
ctp00230	CTRG_05520
ctp00230	CTRG_05613
ctp00230	CTRG_05641
ctp00230	CTRG_05975
ctp00230	CTRG_06165
ctp00240	CTRG_00196
ctp00240	CTRG_00199
ctp00240	CTRG_00587
ctp00240	CTRG_00927
ctp00240	CTRG_00953
ctp00240	CTRG_01309
ctp00240	CTRG_01327
ctp00240	CTRG_01661
ctp00240	CTRG_01682
ctp00240	CTRG_01698
ctp00240	CTRG_02175
ctp00240	CTRG_02324
ctp00240	CTRG_02598
ctp00240	CTRG_02689
ctp00240	CTRG_02927
ctp00240	CTRG_03135
ctp00240	CTRG_03386
ctp00240	CTRG_03468
ctp00240	CTRG_03707
ctp00240	CTRG_04045
ctp00240	CTRG_04132
ctp00240	CTRG_04138
ctp00240	CTRG_04434
ctp00240	CTRG_04715
ctp00240	CTRG_04811
ctp00240	CTRG_05343
ctp00240	CTRG_05975
ctp00240	CTRG_06024
ctp00250	CTRG_00179
ctp00250	CTRG_00199
ctp00250	CTRG_00556
ctp00250	CTRG_00627
ctp00250	CTRG_00953
ctp00250	CTRG_01005
ctp00250	CTRG_01206
ctp00250	CTRG_01484
ctp00250	CTRG_01571
ctp00250	CTRG_01673
ctp00250	CTRG_01919
ctp00250	CTRG_02202
ctp00250	CTRG_02332
ctp00250	CTRG_02333
ctp00250	CTRG_02407
ctp00250	CTRG_02668
ctp00250	CTRG_02765
ctp00250	CTRG_03135
ctp00250	CTRG_03286
ctp00250	CTRG_03394
ctp00250	CTRG_03472
ctp00250	CTRG_03478
ctp00250	CTRG_04035
ctp00250	CTRG_04234
ctp00250	CTRG_04587
ctp00250	CTRG_05176
ctp00250	CTRG_05830
ctp00250	CTRG_06088
ctp00260	CTRG_00196
ctp00260	CTRG_00533
ctp00260	CTRG_00881
ctp00260	CTRG_01175
ctp00260	CTRG_01216
ctp00260	CTRG_01313
ctp00260	CTRG_01337
ctp00260	CTRG_01385
ctp00260	CTRG_01490
ctp00260	CTRG_01793
ctp00260	CTRG_02233
ctp00260	CTRG_02765
ctp00260	CTRG_02795
ctp00260	CTRG_03071
ctp00260	CTRG_03091
ctp00260	CTRG_03178
ctp00260	CTRG_03299
ctp00260	CTRG_03338
ctp00260	CTRG_03447
ctp00260	CTRG_03628
ctp00260	CTRG_03863
ctp00260	CTRG_04034
ctp00260	CTRG_04118
ctp00260	CTRG_04578
ctp00260	CTRG_04593
ctp00260	CTRG_04629
ctp00260	CTRG_04725
ctp00260	CTRG_05097
ctp00260	CTRG_05141
ctp00260	CTRG_05258
ctp00260	CTRG_05282
ctp00260	CTRG_05419
ctp00260	CTRG_05518
ctp00260	CTRG_05901
ctp00261	CTRG_01385
ctp00261	CTRG_03661
ctp00261	CTRG_03863
ctp00270	CTRG_00016
ctp00270	CTRG_00179
ctp00270	CTRG_00226
ctp00270	CTRG_00901
ctp00270	CTRG_00928
ctp00270	CTRG_01021
ctp00270	CTRG_01079
ctp00270	CTRG_01109
ctp00270	CTRG_01216
ctp00270	CTRG_01277
ctp00270	CTRG_01295
ctp00270	CTRG_01385
ctp00270	CTRG_01484
ctp00270	CTRG_01575
ctp00270	CTRG_01762
ctp00270	CTRG_02024
ctp00270	CTRG_02096
ctp00270	CTRG_02233
ctp00270	CTRG_02668
ctp00270	CTRG_02772
ctp00270	CTRG_03089
ctp00270	CTRG_03091
ctp00270	CTRG_03154
ctp00270	CTRG_03447
ctp00270	CTRG_03607
ctp00270	CTRG_03863
ctp00270	CTRG_03986
ctp00270	CTRG_04094
ctp00270	CTRG_04100
ctp00270	CTRG_04348
ctp00270	CTRG_04593
ctp00270	CTRG_04629
ctp00270	CTRG_04980
ctp00270	CTRG_05287
ctp00270	CTRG_05546
ctp00270	CTRG_05761
ctp00270	CTRG_05906
ctp00270	CTRG_06049
ctp00270	CTRG_06204
ctp00270	CTRG_06211
ctp00280	CTRG_01068
ctp00280	CTRG_01142
ctp00280	CTRG_01206
ctp00280	CTRG_01331
ctp00280	CTRG_01335
ctp00280	CTRG_01342
ctp00280	CTRG_01571
ctp00280	CTRG_01575
ctp00280	CTRG_01584
ctp00280	CTRG_01733
ctp00280	CTRG_02168
ctp00280	CTRG_03071
ctp00280	CTRG_03950
ctp00280	CTRG_04471
ctp00280	CTRG_04796
ctp00280	CTRG_05010
ctp00280	CTRG_05388
ctp00280	CTRG_05936
ctp00280	CTRG_05958
ctp00280	CTRG_06204
ctp00290	CTRG_00181
ctp00290	CTRG_01045
ctp00290	CTRG_01216
ctp00290	CTRG_01490
ctp00290	CTRG_01575
ctp00290	CTRG_02008
ctp00290	CTRG_02233
ctp00290	CTRG_02411
ctp00290	CTRG_02949
ctp00290	CTRG_04291
ctp00290	CTRG_04924
ctp00290	CTRG_06147
ctp00290	CTRG_06204
ctp00300	CTRG_00642
ctp00300	CTRG_00945
ctp00300	CTRG_01079
ctp00300	CTRG_01385
ctp00300	CTRG_01594
ctp00300	CTRG_03863
ctp00300	CTRG_03875
ctp00300	CTRG_03911
ctp00300	CTRG_04629
ctp00300	CTRG_04682
ctp00300	CTRG_04686
ctp00300	CTRG_05710
ctp00310	CTRG_01331
ctp00310	CTRG_01335
ctp00310	CTRG_01342
ctp00310	CTRG_01584
ctp00310	CTRG_02012
ctp00310	CTRG_02231
ctp00310	CTRG_02332
ctp00310	CTRG_03071
ctp00310	CTRG_03072
ctp00310	CTRG_03875
ctp00310	CTRG_04399
ctp00310	CTRG_04471
ctp00310	CTRG_04587
ctp00310	CTRG_04606
ctp00310	CTRG_05010
ctp00310	CTRG_05710
ctp00310	CTRG_05818
ctp00310	CTRG_05994
ctp00330	CTRG_00013
ctp00330	CTRG_00037
ctp00330	CTRG_00127
ctp00330	CTRG_00179
ctp00330	CTRG_00245
ctp00330	CTRG_01331
ctp00330	CTRG_01335
ctp00330	CTRG_01342
ctp00330	CTRG_01484
ctp00330	CTRG_01762
ctp00330	CTRG_02326
ctp00330	CTRG_02328
ctp00330	CTRG_02668
ctp00330	CTRG_02870
ctp00330	CTRG_02927
ctp00330	CTRG_03607
ctp00330	CTRG_03939
ctp00330	CTRG_04383
ctp00330	CTRG_04471
ctp00330	CTRG_04578
ctp00330	CTRG_04984
ctp00330	CTRG_04986
ctp00330	CTRG_05010
ctp00330	CTRG_05258
ctp00330	CTRG_05287
ctp00330	CTRG_05627
ctp00330	CTRG_05787
ctp00330	CTRG_05911
ctp00330	CTRG_06001
ctp00330	CTRG_06030
ctp00330	CTRG_06088
ctp00332	CTRG_05627
ctp00332	CTRG_05787
ctp00340	CTRG_00103
ctp00340	CTRG_00122
ctp00340	CTRG_00532
ctp00340	CTRG_01331
ctp00340	CTRG_01335
ctp00340	CTRG_01342
ctp00340	CTRG_01626
ctp00340	CTRG_02645
ctp00340	CTRG_03852
ctp00340	CTRG_04327
ctp00340	CTRG_04329
ctp00340	CTRG_04471
ctp00340	CTRG_05010
ctp00340	CTRG_05126
ctp00340	CTRG_06138
ctp00340	CTRG_06234
ctp00350	CTRG_00103
ctp00350	CTRG_00179
ctp00350	CTRG_00532
ctp00350	CTRG_00882
ctp00350	CTRG_01079
ctp00350	CTRG_01313
ctp00350	CTRG_01484
ctp00350	CTRG_01595
ctp00350	CTRG_01779
ctp00350	CTRG_01793
ctp00350	CTRG_02332
ctp00350	CTRG_02668
ctp00350	CTRG_03708
ctp00350	CTRG_03861
ctp00350	CTRG_04587
ctp00350	CTRG_04975
ctp00350	CTRG_05127
ctp00350	CTRG_05197
ctp00350	CTRG_05482
ctp00350	CTRG_05836
ctp00350	CTRG_06113
ctp00360	CTRG_00037
ctp00360	CTRG_00103
ctp00360	CTRG_00179
ctp00360	CTRG_00532
ctp00360	CTRG_00680
ctp00360	CTRG_01079
ctp00360	CTRG_01313
ctp00360	CTRG_01484
ctp00360	CTRG_01779
ctp00360	CTRG_01793
ctp00360	CTRG_02668
ctp00360	CTRG_03027
ctp00360	CTRG_03861
ctp00360	CTRG_03930
ctp00360	CTRG_03939
ctp00360	CTRG_04984
ctp00360	CTRG_04986
ctp00380	CTRG_00037
ctp00380	CTRG_00583
ctp00380	CTRG_01079
ctp00380	CTRG_01331
ctp00380	CTRG_01335
ctp00380	CTRG_01342
ctp00380	CTRG_01368
ctp00380	CTRG_01584
ctp00380	CTRG_03071
ctp00380	CTRG_03072
ctp00380	CTRG_03162
ctp00380	CTRG_03703
ctp00380	CTRG_03939
ctp00380	CTRG_04203
ctp00380	CTRG_04471
ctp00380	CTRG_04984
ctp00380	CTRG_04986
ctp00380	CTRG_05010
ctp00380	CTRG_05778
ctp00380	CTRG_06171
ctp00400	CTRG_00061
ctp00400	CTRG_00103
ctp00400	CTRG_00179
ctp00400	CTRG_00228
ctp00400	CTRG_00931
ctp00400	CTRG_01079
ctp00400	CTRG_01425
ctp00400	CTRG_01484
ctp00400	CTRG_01731
ctp00400	CTRG_02650
ctp00400	CTRG_02668
ctp00400	CTRG_03500
ctp00400	CTRG_03861
ctp00400	CTRG_03957
ctp00400	CTRG_04034
ctp00400	CTRG_04286
ctp00400	CTRG_04527
ctp00410	CTRG_00245
ctp00410	CTRG_00532
ctp00410	CTRG_00841
ctp00410	CTRG_01206
ctp00410	CTRG_01313
ctp00410	CTRG_01331
ctp00410	CTRG_01335
ctp00410	CTRG_01342
ctp00410	CTRG_01571
ctp00410	CTRG_01793
ctp00410	CTRG_02202
ctp00410	CTRG_02374
ctp00410	CTRG_02377
ctp00410	CTRG_02721
ctp00410	CTRG_03472
ctp00410	CTRG_03478
ctp00410	CTRG_03950
ctp00410	CTRG_04471
ctp00410	CTRG_04796
ctp00410	CTRG_05010
ctp00410	CTRG_05388
ctp00410	CTRG_05506
ctp00410	CTRG_05911
ctp00430	CTRG_00294
ctp00430	CTRG_01673
ctp00430	CTRG_02202
ctp00430	CTRG_03472
ctp00430	CTRG_03478
ctp00430	CTRG_04355
ctp00430	CTRG_05906
ctp00440	CTRG_00086
ctp00440	CTRG_01086
ctp00440	CTRG_05003
ctp00450	CTRG_00928
ctp00450	CTRG_01109
ctp00450	CTRG_03091
ctp00450	CTRG_03661
ctp00450	CTRG_04348
ctp00450	CTRG_05987
ctp00450	CTRG_06069
ctp00450	CTRG_06073
ctp00460	CTRG_00294
ctp00460	CTRG_02132
ctp00460	CTRG_02387
ctp00460	CTRG_04355
ctp00460	CTRG_05141
ctp00460	CTRG_05419
ctp00460	CTRG_05830
ctp00460	CTRG_05925
ctp00472	CTRG_04578
ctp00472	CTRG_05258
ctp00480	CTRG_00115
ctp00480	CTRG_00284
ctp00480	CTRG_00294
ctp00480	CTRG_00336
ctp00480	CTRG_00587
ctp00480	CTRG_00610
ctp00480	CTRG_00909
ctp00480	CTRG_01309
ctp00480	CTRG_01327
ctp00480	CTRG_01340
ctp00480	CTRG_01521
ctp00480	CTRG_01617
ctp00480	CTRG_01698
ctp00480	CTRG_01762
ctp00480	CTRG_02466
ctp00480	CTRG_02682
ctp00480	CTRG_03089
ctp00480	CTRG_03250
ctp00480	CTRG_03607
ctp00480	CTRG_03660
ctp00480	CTRG_03986
ctp00480	CTRG_04355
ctp00480	CTRG_04383
ctp00480	CTRG_06046
ctp00500	CTRG_00169
ctp00500	CTRG_00414
ctp00500	CTRG_00517
ctp00500	CTRG_00601
ctp00500	CTRG_00649
ctp00500	CTRG_00819
ctp00500	CTRG_00996
ctp00500	CTRG_01001
ctp00500	CTRG_01020
ctp00500	CTRG_01901
ctp00500	CTRG_02048
ctp00500	CTRG_02108
ctp00500	CTRG_02132
ctp00500	CTRG_02178
ctp00500	CTRG_02219
ctp00500	CTRG_03132
ctp00500	CTRG_03297
ctp00500	CTRG_03726
ctp00500	CTRG_03951
ctp00500	CTRG_04334
ctp00500	CTRG_04437
ctp00500	CTRG_04660
ctp00500	CTRG_04661
ctp00500	CTRG_04664
ctp00500	CTRG_04790
ctp00500	CTRG_04806
ctp00500	CTRG_04892
ctp00500	CTRG_05613
ctp00500	CTRG_05791
ctp00500	CTRG_05925
ctp00500	CTRG_06079
ctp00500	CTRG_06083
ctp00500	CTRG_06099
ctp00500	CTRG_06101
ctp00510	CTRG_00224
ctp00510	CTRG_00695
ctp00510	CTRG_00822
ctp00510	CTRG_01261
ctp00510	CTRG_01670
ctp00510	CTRG_01961
ctp00510	CTRG_01981
ctp00510	CTRG_02038
ctp00510	CTRG_02065
ctp00510	CTRG_02128
ctp00510	CTRG_02223
ctp00510	CTRG_02349
ctp00510	CTRG_02368
ctp00510	CTRG_02548
ctp00510	CTRG_02748
ctp00510	CTRG_02752
ctp00510	CTRG_02923
ctp00510	CTRG_02998
ctp00510	CTRG_03901
ctp00510	CTRG_03997
ctp00510	CTRG_04033
ctp00510	CTRG_04124
ctp00510	CTRG_04351
ctp00510	CTRG_04377
ctp00510	CTRG_04572
ctp00510	CTRG_04644
ctp00510	CTRG_05215
ctp00510	CTRG_05244
ctp00510	CTRG_05487
ctp00510	CTRG_06110
ctp00511	CTRG_00156
ctp00511	CTRG_00162
ctp00511	CTRG_00832
ctp00511	CTRG_05531
ctp00513	CTRG_00009
ctp00513	CTRG_00567
ctp00513	CTRG_01215
ctp00513	CTRG_01261
ctp00513	CTRG_01854
ctp00513	CTRG_01981
ctp00513	CTRG_02038
ctp00513	CTRG_02065
ctp00513	CTRG_02128
ctp00513	CTRG_02223
ctp00513	CTRG_02254
ctp00513	CTRG_02261
ctp00513	CTRG_02748
ctp00513	CTRG_02752
ctp00513	CTRG_02832
ctp00513	CTRG_02923
ctp00513	CTRG_03324
ctp00513	CTRG_03351
ctp00513	CTRG_03901
ctp00513	CTRG_03937
ctp00513	CTRG_04124
ctp00513	CTRG_04351
ctp00513	CTRG_04377
ctp00513	CTRG_04572
ctp00513	CTRG_04663
ctp00513	CTRG_05215
ctp00513	CTRG_05487
ctp00513	CTRG_05531
ctp00513	CTRG_05614
ctp00513	CTRG_05997
ctp00513	CTRG_06110
ctp00514	CTRG_00438
ctp00514	CTRG_00566
ctp00514	CTRG_01500
ctp00514	CTRG_02131
ctp00514	CTRG_02133
ctp00514	CTRG_03276
ctp00514	CTRG_03324
ctp00514	CTRG_04990
ctp00514	CTRG_05668
ctp00514	CTRG_05880
ctp00514	CTRG_05997
ctp00514	CTRG_05998
ctp00515	CTRG_00438
ctp00515	CTRG_01500
ctp00515	CTRG_04990
ctp00515	CTRG_05668
ctp00515	CTRG_05880
ctp00520	CTRG_00414
ctp00520	CTRG_00517
ctp00520	CTRG_00601
ctp00520	CTRG_00819
ctp00520	CTRG_01049
ctp00520	CTRG_01063
ctp00520	CTRG_01065
ctp00520	CTRG_01427
ctp00520	CTRG_01436
ctp00520	CTRG_01997
ctp00520	CTRG_02407
ctp00520	CTRG_02901
ctp00520	CTRG_03132
ctp00520	CTRG_03585
ctp00520	CTRG_03594
ctp00520	CTRG_03651
ctp00520	CTRG_03726
ctp00520	CTRG_03727
ctp00520	CTRG_03728
ctp00520	CTRG_03865
ctp00520	CTRG_04617
ctp00520	CTRG_04618
ctp00520	CTRG_04621
ctp00520	CTRG_04654
ctp00520	CTRG_05100
ctp00520	CTRG_05456
ctp00520	CTRG_05531
ctp00520	CTRG_05613
ctp00520	CTRG_05721
ctp00520	CTRG_05827
ctp00520	CTRG_05942
ctp00520	CTRG_05949
ctp00520	CTRG_06013
ctp00531	CTRG_01063
ctp00531	CTRG_05531
ctp00561	CTRG_00057
ctp00561	CTRG_00229
ctp00561	CTRG_00564
ctp00561	CTRG_01246
ctp00561	CTRG_01331
ctp00561	CTRG_01335
ctp00561	CTRG_01342
ctp00561	CTRG_01364
ctp00561	CTRG_01687
ctp00561	CTRG_02437
ctp00561	CTRG_02630
ctp00561	CTRG_02797
ctp00561	CTRG_02861
ctp00561	CTRG_03019
ctp00561	CTRG_03266
ctp00561	CTRG_03273
ctp00561	CTRG_03360
ctp00561	CTRG_03482
ctp00561	CTRG_04390
ctp00561	CTRG_04471
ctp00561	CTRG_04560
ctp00561	CTRG_04750
ctp00561	CTRG_05010
ctp00561	CTRG_05049
ctp00561	CTRG_05901
ctp00561	CTRG_06177
ctp00561	CTRG_06185
ctp00562	CTRG_00484
ctp00562	CTRG_01321
ctp00562	CTRG_01371
ctp00562	CTRG_01429
ctp00562	CTRG_02006
ctp00562	CTRG_02009
ctp00562	CTRG_02191
ctp00562	CTRG_02734
ctp00562	CTRG_03116
ctp00562	CTRG_03237
ctp00562	CTRG_03359
ctp00562	CTRG_03950
ctp00562	CTRG_04055
ctp00562	CTRG_04216
ctp00562	CTRG_04279
ctp00562	CTRG_04999
ctp00562	CTRG_05145
ctp00562	CTRG_05300
ctp00562	CTRG_05457
ctp00562	CTRG_05608
ctp00562	CTRG_05775
ctp00562	CTRG_05828
ctp00562	CTRG_06238
ctp00563	CTRG_00131
ctp00563	CTRG_00151
ctp00563	CTRG_00367
ctp00563	CTRG_00412
ctp00563	CTRG_00428
ctp00563	CTRG_00942
ctp00563	CTRG_01318
ctp00563	CTRG_01441
ctp00563	CTRG_01480
ctp00563	CTRG_01534
ctp00563	CTRG_02353
ctp00563	CTRG_02998
ctp00563	CTRG_03326
ctp00563	CTRG_03499
ctp00563	CTRG_04157
ctp00563	CTRG_04502
ctp00563	CTRG_04730
ctp00563	CTRG_04738
ctp00563	CTRG_05556
ctp00563	CTRG_06112
ctp00564	CTRG_00086
ctp00564	CTRG_00229
ctp00564	CTRG_00924
ctp00564	CTRG_01086
ctp00564	CTRG_01144
ctp00564	CTRG_01230
ctp00564	CTRG_01246
