geneid	genesymbol	count
CTRG_05914	INORGANIC PHOSPHATE TRANSPORTER PHO88	1
CTRG_05915	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05916	PROTEIN SCO1	1
CTRG_05916	MITOCHONDRIAL PRECURSOR	2
CTRG_05917	PYRIMIDINE PRECURSOR BIOSYNTHESIS ENZYME THI12	1
CTRG_05918	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05919	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05920	HYPOTHETICAL PROTEIN	1
CTRG_05921	MRNA EXPORT FACTOR ELF1	1
CTRG_05922	PROTEASOME COMPONENT Y7	1
CTRG_05923	HYPOTHETICAL PROTEIN	1
CTRG_05924	PREDICTED PROTEIN	1
CTRG_05925	HYPOTHETICAL PROTEIN	1
CTRG_05926	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05927	PREDICTED PROTEIN	1
CTRG_05928	PREDICTED PROTEIN	1
CTRG_05929	PREDICTED PROTEIN	1
CTRG_05930	PREDICTED PROTEIN	1
CTRG_05931	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05932	HYPOTHETICAL PROTEIN	1
CTRG_05933	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05934	PREDICTED PROTEIN	1
CTRG_05935	HYPOTHETICAL PROTEIN	1
CTRG_05936	HYDROXYMETHYLGLUTARYL-COA SYNTHASE	1
CTRG_05937	PREDICTED PROTEIN	1
CTRG_05938	PREDICTED PROTEIN	1
CTRG_05939	PREDICTED PROTEIN	1
CTRG_05940	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05941	TUBULIN ALPHA CHAIN	1
CTRG_05942	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05943	PREDICTED PROTEIN	1
CTRG_05944	PREDICTED PROTEIN	1
CTRG_05945	PREDICTED PROTEIN	1
CTRG_05946	PREDICTED PROTEIN	1
CTRG_05947	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05948	PREDICTED PROTEIN	1
CTRG_05949	CHITIN SYNTHASE 2	1
CTRG_05950	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05951	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05952	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05953	PREDICTED PROTEIN	1
CTRG_05954	HYPOTHETICAL PROTEIN	1
CTRG_05955	HYPOTHETICAL PROTEIN	1
CTRG_05956	PROTEIN GCD14	1
CTRG_05957	HYPOTHETICAL PROTEIN	1
CTRG_05958	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05959	26S PROTEASOME REGULATORY SUBUNIT RPN7	1
CTRG_05960	PREDICTED PROTEIN	1
CTRG_05961	PREDICTED PROTEIN	1
CTRG_05962	PREDICTED PROTEIN	1
CTRG_05963	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05964	PREDICTED PROTEIN	1
CTRG_05965	HYPOTHETICAL PROTEIN	1
CTRG_05966	HYPOTHETICAL PROTEIN	1
CTRG_05967	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05968	PREDICTED PROTEIN	1
CTRG_05969	HYPOTHETICAL PROTEIN	1
CTRG_05970	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05971	PROTEIN SNQ2	1
CTRG_05972	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05973	VACUOLAR PROTEIN SORTING PROTEIN 46	1
CTRG_05974	HYPOTHETICAL PROTEIN	1
CTRG_05975	NUCLEOSIDE DIPHOSPHATE KINASE	1
CTRG_05976	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05977	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05978	NADPH-DEPENDENT D-XYLOSE REDUCTASE II	1
CTRG_05978	III	2
CTRG_05979	REGULATORY PROTEIN MIG1	1
CTRG_05980	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05981	TRYPTOPHANYL-TRNA SYNTHETASE	1
CTRG_05981	MITOCHONDRIAL	2
CTRG_05982	CASEIN KINASE II BETA' SUBUNIT	1
CTRG_05983	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05984	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05985	HYPOTHETICAL PROTEIN	1
CTRG_05986	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05987	THIOREDOXIN REDUCTASE	1
CTRG_05988	HYPOTHETICAL PROTEIN	1
CTRG_05989	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_05990	PREDICTED PROTEIN	1
CTRG_05991	PREDICTED PROTEIN	1
CTRG_05992	HYPOTHETICAL PROTEIN	1
CTRG_05993	NADPH-DEPENDENT D-XYLOSE REDUCTASE II	1
CTRG_05993	III	2
CTRG_05994	HYPOTHETICAL PROTEIN	1
CTRG_05995	PREDICTED PROTEIN	1
CTRG_05996	PREDICTED PROTEIN	1
CTRG_05997	PREDICTED PROTEIN	1
CTRG_05998	PREDICTED PROTEIN	1
CTRG_05999	HYPOTHETICAL PROTEIN	1
CTRG_06000	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06001	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06002	PREDICTED PROTEIN	1
CTRG_06003	PREDICTED PROTEIN	1
CTRG_06004	PREDICTED PROTEIN	1
CTRG_06005	PREDICTED PROTEIN	1
CTRG_06006	PREDICTED PROTEIN	1
CTRG_06007	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06008	PREDICTED PROTEIN	1
CTRG_06009	PREDICTED PROTEIN	1
CTRG_06010	PREDICTED PROTEIN	1
CTRG_06011	HYPOTHETICAL PROTEIN	1
CTRG_06012	PREDICTED PROTEIN	1
CTRG_06013	UDP-N-ACETYLGLUCOSAMINE PYROPHOSPHORYLASE	1
CTRG_06014	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06015	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06016	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06017	PREDICTED PROTEIN	1
CTRG_06018	EUKARYOTIC TRANSLATION INITIATION FACTOR 5	1
CTRG_06019	PREDICTED PROTEIN	1
CTRG_06020	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06021	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06022	HYPOTHETICAL PROTEIN	1
CTRG_06023	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06024	CTP SYNTHASE	1
CTRG_06025	PREDICTED PROTEIN	1
CTRG_06026	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06027	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06028	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06029	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06030	ARGINASE	1
CTRG_06031	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06032	SUCCINATE/FUMARATE MITOCHONDRIAL TRANSPORTER	1
CTRG_06033	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06034	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06035	ZINC FINGER PROTEIN 154	1
CTRG_06036	PREDICTED PROTEIN	1
CTRG_06037	HYPOTHETICAL PROTEIN	1
CTRG_06038	PREDICTED PROTEIN	1
CTRG_06039	PREDICTED PROTEIN	1
CTRG_06040	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06041	HYPOTHETICAL PROTEIN	1
CTRG_06042	HYPOTHETICAL PROTEIN	1
CTRG_06043	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06044	HYPOTHETICAL PROTEIN	1
CTRG_06045	PREDICTED PROTEIN	1
CTRG_06046	HYPOTHETICAL PROTEIN	1
CTRG_06047	PREDICTED PROTEIN	1
CTRG_06048	PREDICTED PROTEIN	1
CTRG_06049	ADENOSYLHOMOCYSTEINASE	1
CTRG_06050	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06051	PREDICTED PROTEIN	1
CTRG_06052	PREDICTED PROTEIN	1
CTRG_06053	PREDICTED PROTEIN	1
CTRG_06054	PREDICTED PROTEIN	1
CTRG_06055	PREDICTED PROTEIN	1
CTRG_06056	PREDICTED PROTEIN	1
CTRG_06057	PREDICTED PROTEIN	1
CTRG_06058	PREDICTED PROTEIN	1
CTRG_06059	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06060	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06061	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06062	SERINE/THREONINE-PROTEIN KINASE BUD32	1
CTRG_06063	PREDICTED PROTEIN	1
CTRG_06064	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06065	PREDICTED PROTEIN	1
CTRG_06066	HYPOTHETICAL PROTEIN	1
CTRG_06067	TRANSCRIPTION ELONGATION FACTOR SPT4	1
CTRG_06068	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06069	METHIONYL-TRNA SYNTHETASE	1
CTRG_06069	MITOCHONDRIAL	2
CTRG_06070	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06071	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06072	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06073	METHIONYL-TRNA SYNTHETASE	1
CTRG_06074	HYPOTHETICAL PROTEIN	1
CTRG_06075	GTP CYCLOHYDROLASE I	1
CTRG_06076	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06077	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06078	HYPOTHETICAL PROTEIN	1
CTRG_06079	ALPHA-GLUCOSIDASE	1
CTRG_06080	PREDICTED PROTEIN	1
CTRG_06081	HYPOTHETICAL PROTEIN	1
CTRG_06082	HYPOTHETICAL PROTEIN	1
CTRG_06083	ALPHA-GLUCOSIDASE	1
CTRG_06084	HYPOTHETICAL PROTEIN	1
CTRG_06085	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06086	GTP-BINDING PROTEIN 1	1
CTRG_06087	PREDICTED PROTEIN	1
CTRG_06088	DELTA-1-PYRROLINE-5-CARBOXYLATE DEHYDROGENASE	1
CTRG_06088	MITOCHONDRIAL PRECURSOR	2
CTRG_06089	PREDICTED PROTEIN	1
CTRG_06090	PREDICTED PROTEIN	1
CTRG_06091	PREDICTED PROTEIN	1
CTRG_06092	PREDICTED PROTEIN	1
CTRG_06093	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06094	6-PHOSPHOFRUCTOKINASE ALPHA SUBUNIT	1
CTRG_06095	PREDICTED PROTEIN	1
CTRG_06096	HYPOTHETICAL PROTEIN	1
CTRG_06097	HYPOTHETICAL PROTEIN	1
CTRG_06098	HYPOTHETICAL PROTEIN	1
CTRG_06099	ALPHA-GLUCOSIDASE	1
CTRG_06100	HYPOTHETICAL PROTEIN	1
CTRG_06101	ALPHA-GLUCOSIDASE	1
CTRG_06102	PREDICTED PROTEIN	1
CTRG_06103	PREDICTED PROTEIN	1
CTRG_06104	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06105	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06106	PREDICTED PROTEIN	1
CTRG_06107	PREDICTED PROTEIN	1
CTRG_06108	HYPOTHETICAL PROTEIN	1
CTRG_06109	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06110	HYPOTHETICAL PROTEIN	1
CTRG_06111	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06112	HYPOTHETICAL PROTEIN	1
CTRG_06113	ALCOHOL DEHYDROGENASE 1	1
CTRG_06114	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06115	PREDICTED PROTEIN	1
CTRG_06116	PREDICTED PROTEIN	1
CTRG_06117	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06118	DNA DAMAGE RESPONSE PROTEIN KINASE DUN1	1
CTRG_06119	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06120	T-COMPLEX PROTEIN 1 SUBUNIT GAMMA	1
CTRG_06121	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06122	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06123	HYPOTHETICAL PROTEIN	1
CTRG_06124	CALCINEURIN SUBUNIT B	1
CTRG_06125	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06126	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06127	PREDICTED PROTEIN	1
CTRG_06128	GUANINE NUCLEOTIDE-BINDING PROTEIN ALPHA SUBUNIT	1
CTRG_06129	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06130	PREDICTED PROTEIN	1
CTRG_06131	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06132	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06133	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06134	HYPOTHETICAL PROTEIN	1
CTRG_06135	MITOCHONDRIAL 40S RIBOSOMAL PROTEIN MRP2	1
CTRG_06136	RIBOFLAVIN SYNTHASE ALPHA CHAIN	1
CTRG_06137	PROTEASOME COMPONENT C11	1
CTRG_06138	ATP PHOSPHORIBOSYLTRANSFERASE	1
CTRG_06139	DEHYDRODOLICHYL DIPHOSPHATE SYNTHETASE	1
CTRG_06140	HYPOTHETICAL PROTEIN	1
CTRG_06141	DNA PRIMASE SMALL SUBUNIT	1
CTRG_06142	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06143	PRE-MRNA SPLICING FACTOR ATP-DEPENDENT RNA HELICASE PRP22	1
CTRG_06144	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06145	GLYCOLIPID-ANCHORED SURFACE PROTEIN 5 PRECURSOR	1
CTRG_06146	AP-1 COMPLEX SUBUNIT MU	1
CTRG_06147	DIHYDROXY-ACID DEHYDRATASE	1
CTRG_06147	MITOCHONDRIAL PRECURSOR	2
CTRG_06148	HYPOTHETICAL PROTEIN	1
CTRG_06149	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06150	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06151	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06152	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06153	DIHYDROCERAMIDE DELTA(4)-DESATURASE	1
CTRG_06154	HISTIDYL-TRNA SYNTHETASE	1
CTRG_06154	MITOCHONDRIAL PRECURSOR	2
CTRG_06155	HISTIDYL-TRNA SYNTHETASE	1
CTRG_06155	MITOCHONDRIAL PRECURSOR	2
CTRG_06156	PREDICTED PROTEIN	1
CTRG_06157	PREDICTED PROTEIN	1
CTRG_06158	PREDICTED PROTEIN	1
CTRG_06159	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06160	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06161	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06162	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06163	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06164	VACUOLAR TRANSPORTER CHAPERONE 1	1
CTRG_06165	ALLANTOINASE	1
CTRG_06166	ENOYL-[ACYL-CARRIER PROTEIN] REDUCTASE	1
CTRG_06167	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06168	HYPOTHETICAL PROTEIN	1
CTRG_06169	HYPOTHETICAL PROTEIN	1
CTRG_06170	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06171	HYPOTHETICAL PROTEIN	1
CTRG_06172	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06173	PREDICTED PROTEIN	1
CTRG_06174	26S PROTEASE REGULATORY SUBUNIT 4	1
CTRG_06175	PREDICTED PROTEIN	1
CTRG_06176	HYPOTHETICAL PROTEIN	1
CTRG_06177	HYPOTHETICAL PROTEIN	1
CTRG_06178	HYPOTHETICAL PROTEIN	1
CTRG_06179	HYPOTHETICAL PROTEIN	1
CTRG_06180	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06181	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06182	PREDICTED PROTEIN	1
CTRG_06183	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06184	HYPOTHETICAL PROTEIN	1
CTRG_06185	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06186	HYPOTHETICAL PROTEIN	1
CTRG_06187	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06188	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06189	60S RIBOSOMAL PROTEIN RML2	1
CTRG_06189	MITOCHONDRIAL PRECURSOR	2
CTRG_06190	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06191	HYPOTHETICAL PROTEIN	1
CTRG_06192	NEDD8-CONJUGATING ENZYME UBC12	1
CTRG_06193	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06194	HYPOTHETICAL PROTEIN	1
CTRG_06195	HISTONE ACETYLTRANSFERASE ESA1	1
CTRG_06196	HYPOTHETICAL PROTEIN	1
CTRG_06197	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06198	HYPOTHETICAL PROTEIN	1
CTRG_06199	HYPOTHETICAL PROTEIN	1
CTRG_06200	PREDICTED PROTEIN	1
CTRG_06201	HYPOTHETICAL PROTEIN	1
CTRG_06202	PROTEIN SOF1	1
CTRG_06203	GENERAL AMINO-ACID PERMEASE GAP1	1
CTRG_06204	BRANCHED-CHAIN-AMINO-ACID AMINOTRANSFERASE	1
CTRG_06204	MITOCHONDRIAL PRECURSOR	2
CTRG_06205	HYPOTHETICAL PROTEIN	1
CTRG_06206	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06207	PREDICTED PROTEIN	1
CTRG_06208	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06209	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06210	PREDICTED PROTEIN	1
CTRG_06211	MULTICOPY ENHANCER OF UAS2	1
CTRG_06212	PEPTIDE TRANSPORTER PTR2	1
CTRG_06213	PEPTIDE TRANSPORTER PTR2	1
CTRG_06214	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06215	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06216	HYPOTHETICAL PROTEIN	1
CTRG_06217	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06218	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06219	HYPOTHETICAL PROTEIN	1
CTRG_06220	CARBOXY-TERMINAL DOMAIN RNA POLYMERASE II POLYPEPTIDE A SMALL PHOSPHATASE 1	1
CTRG_06221	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06222	PREDICTED PROTEIN	1
CTRG_06223	PROTEIN SOF1	1
CTRG_06224	PREDICTED PROTEIN	1
CTRG_06225	PREDICTED PROTEIN	1
CTRG_06226	HYPOTHETICAL PROTEIN	1
CTRG_06227	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06228	PREDICTED PROTEIN	1
CTRG_06229	PREDICTED PROTEIN	1
CTRG_06230	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_06231	PREDICTED PROTEIN	1
CTRG_06232	PREDICTED PROTEIN	1
CTRG_06233	PREDICTED PROTEIN	1
CTRG_06234	PREDICTED PROTEIN	1
CTRG_06235	PREDICTED PROTEIN	1
CTRG_06236	POLY(A) POLYMERASE PAPA	1
CTRG_06237	HYPOTHETICAL PROTEIN	1
CTRG_06238	PHOSPHATIDYLINOSITOL 4-KINASE PIK1A	1
CTRG_06239	HYPOTHETICAL PROTEIN	1
CTRG_06240	PREDICTED PROTEIN	1
CTRG_06241	PREDICTED PROTEIN	1
CTRG_06242	PREDICTED PROTEIN	1
CTRG_06243	PREDICTED PROTEIN	1
CTRG_06244	PREDICTED PROTEIN	1
CTRG_06245	EUKARYOTIC TRANSLATION INITIATION FACTOR 5A	1
CTRG_06246	PREDICTED PROTEIN	1
CTRG_06247	PREDICTED PROTEIN	1
CTRG_06248	PREDICTED PROTEIN	1
CTRG_01076	HYPOTHETICAL PROTEIN	1
CTRG_01077	PREDICTED PROTEIN	1
CTRG_01078	HYPOTHETICAL PROTEIN	1
CTRG_01079	AROMATIC AMINO ACID AMINOTRANSFERASE I	1
CTRG_01080	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01081	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01082	CASEIN KINASE II BETA SUBUNIT	1
CTRG_01083	HYPOTHETICAL PROTEIN	1
CTRG_01084	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01085	PREDICTED PROTEIN	1
CTRG_01086	HYPOTHETICAL PROTEIN	1
CTRG_01087	HYPOTHETICAL PROTEIN	1
CTRG_01088	HYPOTHETICAL PROTEIN	1
CTRG_01089	HYPOTHETICAL PROTEIN	1
CTRG_01090	60S RIBOSOMAL PROTEIN L38	1
CTRG_01091	HYPOTHETICAL PROTEIN	1
CTRG_01092	HYPOTHETICAL PROTEIN	1
CTRG_01093	URICASE	1
CTRG_01094	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01095	HYPOTHETICAL PROTEIN	1
CTRG_01096	MITOCHONDRIAL CARRIER PROTEIN LEU5	1
CTRG_01097	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01098	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01099	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01100	PROTEIN PRECURSOR	1
CTRG_01101	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01102	HYPOTHETICAL PROTEIN	1
CTRG_01103	PREDICTED PROTEIN	1
CTRG_01104	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01105	HYPOTHETICAL PROTEIN	1
CTRG_01106	HYPOTHETICAL PROTEIN	1
CTRG_01107	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01108	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01109	HYPOTHETICAL PROTEIN	1
CTRG_01110	NADH-UBIQUINONE OXIDOREDUCTASE 24 KDA SUBUNIT	1
CTRG_01110	MITOCHONDRIAL PRECURSOR	2
CTRG_01111	PREDICTED PROTEIN	1
CTRG_01112	HYPOTHETICAL PROTEIN	1
CTRG_01113	HYPOTHETICAL PROTEIN	1
CTRG_01114	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01115	PREDICTED PROTEIN	1
CTRG_01116	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01117	HYPOTHETICAL PROTEIN	1
CTRG_01118	HYPOTHETICAL PROTEIN	1
CTRG_01119	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01120	HYPOTHETICAL PROTEIN	1
CTRG_01121	CHOLINE TRANSPORT PROTEIN	1
CTRG_01122	MANNAN ENDO-1	1
CTRG_01122	6-ALPHA-MANNOSIDASE DFG5 PRECURSOR	2
CTRG_01123	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01124	HYPOTHETICAL PROTEIN	1
CTRG_01125	CHOLINE TRANSPORT PROTEIN	1
CTRG_01126	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01127	HYPOTHETICAL PROTEIN	1
CTRG_01128	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01129	HYPOTHETICAL PROTEIN	1
CTRG_01130	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01131	ALLANTOICASE	1
CTRG_01132	HYPOTHETICAL PROTEIN	1
CTRG_01133	HYPOTHETICAL PROTEIN	1
CTRG_01134	HYPOTHETICAL PROTEIN	1
CTRG_01135	PREDICTED PROTEIN	1
CTRG_01136	HYPOTHETICAL PROTEIN	1
CTRG_01137	PREDICTED PROTEIN	1
CTRG_01138	TRIGLYCERIDE LIPASE-CHOLESTEROL ESTERASE	1
CTRG_01139	PREDICTED PROTEIN	1
CTRG_01140	PREDICTED PROTEIN	1
CTRG_01141	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01142	HYPOTHETICAL PROTEIN	1
CTRG_01143	HYPOTHETICAL PROTEIN	1
CTRG_01144	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01145	PREDICTED PROTEIN	1
CTRG_01146	HYPOTHETICAL PROTEIN	1
CTRG_01147	HYPOTHETICAL PROTEIN	1
CTRG_01148	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01149	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01150	PHENYLALANYL-TRNA SYNTHETASE	1
CTRG_01150	MITOCHONDRIAL PRECURSOR	2
CTRG_01151	PREDICTED PROTEIN	1
CTRG_01152	HYPOTHETICAL PROTEIN	1
CTRG_01153	PREDICTED PROTEIN	1
CTRG_01154	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01155	PREDICTED PROTEIN	1
CTRG_01156	PREDICTED PROTEIN	1
CTRG_01157	PREDICTED PROTEIN	1
CTRG_01158	PREDICTED PROTEIN	1
CTRG_01159	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01160	PREDICTED PROTEIN	1
CTRG_01161	ACTIVATOR 1 40 KDA SUBUNIT	1
CTRG_01162	PEPTIDE METHIONINE SULFOXIDE REDUCTASE	1
CTRG_01163	HYPOTHETICAL PROTEIN	1
CTRG_01164	HIGH-AFFINITY HEXOSE TRANSPORTER HXT6	1
CTRG_01165	HIGH-AFFINITY HEXOSE TRANSPORTER HXT6	1
CTRG_01166	60S RIBOSOMAL PROTEIN L16	1
CTRG_01166	MITOCHONDRIAL PRECURSOR	2
CTRG_01167	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01168	DNA-DIRECTED RNA POLYMERASE I 49 KDA POLYPEPTIDE	1
CTRG_01169	PREDICTED PROTEIN	1
CTRG_01170	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01171	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01172	DELTA-AMINOLEVULINIC ACID DEHYDRATASE	1
CTRG_01173	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01174	PREDICTED PROTEIN	1
CTRG_01175	PHOSPHOGLYCERATE MUTASE 1	1
CTRG_01176	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01177	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01178	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01179	ELONGATION OF FATTY ACIDS PROTEIN 2	1
CTRG_01180	HYPOTHETICAL PROTEIN	1
CTRG_01181	MITOGEN-ACTIVATED PROTEIN KINASE HOG1	1
CTRG_01182	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01183	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01184	AMP DEAMINASE	1
CTRG_01185	HYPOTHETICAL PROTEIN	1
CTRG_01186	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01187	HEAT SHOCK PROTEIN 78	1
CTRG_01187	MITOCHONDRIAL PRECURSOR	2
CTRG_01188	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01189	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01190	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01191	HYPOTHETICAL PROTEIN	1
CTRG_01192	PREDICTED PROTEIN	1
CTRG_01193	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01194	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01195	CYTOCHROME C OXIDASE POLYPEPTIDE VI	1
CTRG_01195	MITOCHONDRIAL PRECURSOR	2
CTRG_01196	PREDICTED PROTEIN	1
CTRG_01197	PREDICTED PROTEIN	1
CTRG_01198	PREDICTED PROTEIN	1
CTRG_01199	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01200	HYPOTHETICAL PROTEIN	1
CTRG_01201	CONSERVED HYPOTHETICAL PROTEIN	1
CTRG_01202	CONSERVED HYPOTHETICAL PROTEIN	1
