pathway	geneid
cal00240	CAALFM_CR07050CA
cal00250	CAALFM_C101810CA
cal00250	CAALFM_C106550WA
cal00250	CAALFM_C107710CA
cal00250	CAALFM_C109640WA
cal00250	CAALFM_C110700CA
cal00250	CAALFM_C111660WA
cal00250	CAALFM_C203640WA
cal00250	CAALFM_C204190CA
cal00250	CAALFM_C205250CA
cal00250	CAALFM_C207900WA
cal00250	CAALFM_C209060CA
cal00250	CAALFM_C300640WA
cal00250	CAALFM_C302280CA
cal00250	CAALFM_C303470WA
cal00250	CAALFM_C303480CA
cal00250	CAALFM_C401200CA
cal00250	CAALFM_C401550CA
cal00250	CAALFM_C406120WA
cal00250	CAALFM_C504880CA
cal00250	CAALFM_C703570WA
cal00250	CAALFM_CR00620CA
cal00250	CAALFM_CR01330WA
cal00250	CAALFM_CR05050WA
cal00250	CAALFM_CR06150CA
cal00250	CAALFM_CR07050CA
cal00250	CAALFM_CR07620WA
cal00250	CAALFM_CR10170CA
cal00260	CAALFM_C101870CA
cal00260	CAALFM_C102620CA
cal00260	CAALFM_C103670CA
cal00260	CAALFM_C104320WA
cal00260	CAALFM_C108400CA
cal00260	CAALFM_C110450WA
cal00260	CAALFM_C111240CA
cal00260	CAALFM_C112030WA
cal00260	CAALFM_C113680CA
cal00260	CAALFM_C201270WA
cal00260	CAALFM_C202370CA
cal00260	CAALFM_C202690WA
cal00260	CAALFM_C203120WA
cal00260	CAALFM_C203270WA
cal00260	CAALFM_C206190WA
cal00260	CAALFM_C206210CA
cal00260	CAALFM_C206700WA
cal00260	CAALFM_C306280WA
cal00260	CAALFM_C401510WA
cal00260	CAALFM_C405540WA
cal00260	CAALFM_C406110CA
cal00260	CAALFM_C500650CA
cal00260	CAALFM_C502270WA
cal00260	CAALFM_C602500CA
cal00260	CAALFM_C603760CA
cal00260	CAALFM_C703330CA
cal00260	CAALFM_CR02000CA
cal00260	CAALFM_CR04880WA
cal00260	CAALFM_CR07400CA
cal00260	CAALFM_CR08340WA
cal00260	CAALFM_CR09500CA
cal00261	CAALFM_C113870WA
cal00261	CAALFM_C202370CA
cal00261	CAALFM_C405540WA
cal00270	CAALFM_C101870CA
cal00270	CAALFM_C102620CA
cal00270	CAALFM_C103760CA
cal00270	CAALFM_C107880CA
cal00270	CAALFM_C108410CA
cal00270	CAALFM_C111100WA
cal00270	CAALFM_C111450CA
cal00270	CAALFM_C112030WA
cal00270	CAALFM_C200340CA
cal00270	CAALFM_C200390CA
cal00270	CAALFM_C201160WA
cal00270	CAALFM_C201270WA
cal00270	CAALFM_C201860CA
cal00270	CAALFM_C202370CA
cal00270	CAALFM_C204230WA
cal00270	CAALFM_C205250CA
cal00270	CAALFM_C206210CA
cal00270	CAALFM_C206960WA
cal00270	CAALFM_C209960WA
cal00270	CAALFM_C210480WA
cal00270	CAALFM_C303790WA
cal00270	CAALFM_C305590CA
cal00270	CAALFM_C306280WA
cal00270	CAALFM_C400200CA
cal00270	CAALFM_C401200CA
cal00270	CAALFM_C401900CA
cal00270	CAALFM_C405540WA
cal00270	CAALFM_C500700CA
cal00270	CAALFM_C502820CA
cal00270	CAALFM_C504270CA
cal00270	CAALFM_C602800WA
cal00270	CAALFM_C602960WA
cal00270	CAALFM_C704210CA
cal00270	CAALFM_CR00540CA
cal00270	CAALFM_CR01620CA
cal00270	CAALFM_CR02170WA
cal00270	CAALFM_CR07620WA
cal00270	CAALFM_CR08340WA
cal00270	CAALFM_CR08370WA
cal00270	CAALFM_CR09180WA
cal00280	CAALFM_C100410CA
cal00280	CAALFM_C103320CA
cal00280	CAALFM_C200780WA
cal00280	CAALFM_C202970CA
cal00280	CAALFM_C203640WA
cal00280	CAALFM_C204190CA
cal00280	CAALFM_C204230WA
cal00280	CAALFM_C204310WA
cal00280	CAALFM_C207240CA
cal00280	CAALFM_C301460CA
cal00280	CAALFM_C305590CA
cal00280	CAALFM_C405130CA
cal00280	CAALFM_C602890CA
cal00280	CAALFM_C702010CA
cal00280	CAALFM_CR00150CA
cal00280	CAALFM_CR07400CA
cal00280	CAALFM_CR08920WA
cal00280	CAALFM_CR09160CA
cal00290	CAALFM_C100170WA
cal00290	CAALFM_C201270WA
cal00290	CAALFM_C204230WA
cal00290	CAALFM_C206190WA
cal00290	CAALFM_C209750WA
cal00290	CAALFM_C302320WA
cal00290	CAALFM_C305590CA
cal00290	CAALFM_C306280WA
cal00290	CAALFM_C401370WA
cal00290	CAALFM_C505410CA
cal00290	CAALFM_C600870CA
cal00290	CAALFM_C700400WA
cal00290	CAALFM_CR00360CA
cal00300	CAALFM_C102620CA
cal00300	CAALFM_C102820WA
cal00300	CAALFM_C104730CA
cal00300	CAALFM_C200340CA
cal00300	CAALFM_C202370CA
cal00300	CAALFM_C204460WA
cal00300	CAALFM_C306590WA
cal00300	CAALFM_C404410CA
cal00300	CAALFM_C405320WA
cal00300	CAALFM_C405540WA
cal00300	CAALFM_CR01400WA
cal00300	CAALFM_CR05790CA
cal00310	CAALFM_C100410CA
cal00310	CAALFM_C100960CA
cal00310	CAALFM_C101810CA
cal00310	CAALFM_C102080WA
cal00310	CAALFM_C202970CA
cal00310	CAALFM_C204310WA
cal00310	CAALFM_C210250CA
cal00310	CAALFM_C303470WA
cal00310	CAALFM_C306300WA
cal00310	CAALFM_C306590WA
cal00310	CAALFM_C405320WA
cal00310	CAALFM_C502920WA
cal00310	CAALFM_C702010CA
cal00310	CAALFM_CR07400CA
cal00310	CAALFM_CR07420WA
cal00310	CAALFM_CR10360CA
cal00330	CAALFM_C100410CA
cal00330	CAALFM_C100740CA
cal00330	CAALFM_C103670CA
cal00330	CAALFM_C202970CA
cal00330	CAALFM_C205250CA
cal00330	CAALFM_C206960WA
cal00330	CAALFM_C304200WA
cal00330	CAALFM_C307220CA
cal00330	CAALFM_C400160CA
cal00330	CAALFM_C400240CA
cal00330	CAALFM_C401200CA
cal00330	CAALFM_C402040WA
cal00330	CAALFM_C500700CA
cal00330	CAALFM_C502600WA
cal00330	CAALFM_C504490CA
cal00330	CAALFM_C504880CA
cal00330	CAALFM_C600620WA
cal00330	CAALFM_C601680CA
cal00330	CAALFM_C602660CA
cal00330	CAALFM_C701670WA
cal00330	CAALFM_C702010CA
cal00330	CAALFM_C702920WA
cal00330	CAALFM_CR07620WA
cal00330	CAALFM_CR09270CA
cal00330	CAALFM_CR10580WA
cal00332	CAALFM_C307220CA
cal00332	CAALFM_CR10580WA
cal00340	CAALFM_C100410CA
cal00340	CAALFM_C102970WA
cal00340	CAALFM_C202970CA
cal00340	CAALFM_C204810WA
cal00340	CAALFM_C400140CA
cal00340	CAALFM_C400650WA
cal00340	CAALFM_C405640CA
cal00340	CAALFM_C505320CA
cal00340	CAALFM_C702010CA
cal00340	CAALFM_C703650WA
cal00340	CAALFM_C703720CA
cal00340	CAALFM_CR04870CA
cal00340	CAALFM_CR08040WA
cal00350	CAALFM_C101810CA
cal00350	CAALFM_C108330CA
cal00350	CAALFM_C114320CA
cal00350	CAALFM_C200340CA
cal00350	CAALFM_C203120WA
cal00350	CAALFM_C204470WA
cal00350	CAALFM_C204480WA
cal00350	CAALFM_C205250CA
cal00350	CAALFM_C206350CA
cal00350	CAALFM_C206700WA
cal00350	CAALFM_C303470WA
cal00350	CAALFM_C400650WA
cal00350	CAALFM_C401200CA
cal00350	CAALFM_C405560CA
cal00350	CAALFM_C505050WA
cal00350	CAALFM_C704280CA
cal00350	CAALFM_CR02070CA
cal00350	CAALFM_CR04870CA
cal00350	CAALFM_CR07620WA
cal00350	CAALFM_CR10250CA
cal00360	CAALFM_C200340CA
cal00360	CAALFM_C203120WA
cal00360	CAALFM_C205250CA
cal00360	CAALFM_C206350CA
cal00360	CAALFM_C206700WA
cal00360	CAALFM_C400650WA
cal00360	CAALFM_C401200CA
cal00360	CAALFM_C404360WA
cal00360	CAALFM_C405560CA
cal00360	CAALFM_C600140CA
cal00360	CAALFM_C602660CA
cal00360	CAALFM_C701670WA
cal00360	CAALFM_C702920WA
cal00360	CAALFM_CR04870CA
cal00360	CAALFM_CR06860CA
cal00360	CAALFM_CR07620WA
cal00380	CAALFM_C100410CA
cal00380	CAALFM_C106810WA
cal00380	CAALFM_C108490WA
cal00380	CAALFM_C114270WA
cal00380	CAALFM_C200340CA
cal00380	CAALFM_C202640CA
cal00380	CAALFM_C202950WA
cal00380	CAALFM_C202970CA
cal00380	CAALFM_C204310WA
cal00380	CAALFM_C300260CA
cal00380	CAALFM_C500800CA
cal00380	CAALFM_C602660CA
cal00380	CAALFM_C701670WA
cal00380	CAALFM_C702010CA
cal00380	CAALFM_C702920WA
cal00380	CAALFM_CR05440WA
cal00380	CAALFM_CR07400CA
cal00380	CAALFM_CR07420WA
cal00400	CAALFM_C100120CA
cal00400	CAALFM_C105110CA
cal00400	CAALFM_C111500CA
cal00400	CAALFM_C112210WA
cal00400	CAALFM_C200340CA
cal00400	CAALFM_C202030WA
cal00400	CAALFM_C205250CA
cal00400	CAALFM_C207260CA
cal00400	CAALFM_C302460CA
cal00400	CAALFM_C400650WA
cal00400	CAALFM_C400890WA
cal00400	CAALFM_C401200CA
cal00400	CAALFM_C401880WA
cal00400	CAALFM_C405560CA
cal00400	CAALFM_C406110CA
cal00400	CAALFM_C407090CA
cal00400	CAALFM_CR01590CA
cal00400	CAALFM_CR07620WA
cal00400	CAALFM_CR07710WA
cal00410	CAALFM_C100410CA
cal00410	CAALFM_C103320CA
cal00410	CAALFM_C111660WA
cal00410	CAALFM_C202970CA
cal00410	CAALFM_C203120WA
cal00410	CAALFM_C203640WA
cal00410	CAALFM_C204190CA
cal00410	CAALFM_C206700WA
cal00410	CAALFM_C300640WA
cal00410	CAALFM_C300810CA
cal00410	CAALFM_C301930WA
cal00410	CAALFM_C301960CA
cal00410	CAALFM_C402040WA
cal00410	CAALFM_C405130CA
cal00410	CAALFM_C602890CA
cal00410	CAALFM_C603560WA
cal00410	CAALFM_C702010CA
cal00410	CAALFM_CR02580WA
cal00410	CAALFM_CR04870CA
cal00410	CAALFM_CR09270CA
cal00430	CAALFM_C100550WA
cal00430	CAALFM_C111660WA
cal00430	CAALFM_C207900WA
cal00430	CAALFM_C300640WA
cal00430	CAALFM_C403540CA
cal00430	CAALFM_CR09180WA
cal00440	CAALFM_C200260CA
cal00440	CAALFM_C400570CA
cal00440	CAALFM_C702690CA
cal00450	CAALFM_C103760CA
cal00450	CAALFM_C113870WA
cal00450	CAALFM_C200390CA
cal00450	CAALFM_C502710WA
cal00450	CAALFM_C504650CA
cal00450	CAALFM_C504700CA
cal00450	CAALFM_CR01620CA
cal00450	CAALFM_CR08340WA
cal00460	CAALFM_C100550WA
cal00460	CAALFM_C301820WA
cal00460	CAALFM_C302060WA
cal00460	CAALFM_C403540CA
cal00460	CAALFM_C603760CA
cal00460	CAALFM_C703330CA
cal00460	CAALFM_CR09420CA
cal00460	CAALFM_CR10170CA
cal00472	CAALFM_C103670CA
cal00480	CAALFM_C100550WA
cal00480	CAALFM_C100740CA
cal00480	CAALFM_C107880CA
cal00480	CAALFM_C108980CA
cal00480	CAALFM_C113860CA
cal00480	CAALFM_C202990CA
cal00480	CAALFM_C203010CA
cal00480	CAALFM_C203160CA
cal00480	CAALFM_C204710CA
cal00480	CAALFM_C205890CA
cal00480	CAALFM_C206960WA
cal00480	CAALFM_C207570WA
cal00480	CAALFM_C303580CA
cal00480	CAALFM_C303600CA
cal00480	CAALFM_C303720WA
cal00480	CAALFM_C305630WA
cal00480	CAALFM_C400060WA
cal00480	CAALFM_C402990CA
cal00480	CAALFM_C403540CA
cal00480	CAALFM_C406900WA
cal00480	CAALFM_C501520CA
cal00480	CAALFM_C504300CA
cal00480	CAALFM_CR02360WA
cal00480	CAALFM_CR05570CA
cal00480	CAALFM_CR06460WA
cal00480	CAALFM_CR08370WA
cal00500	CAALFM_C101360CA
cal00500	CAALFM_C102420CA
cal00500	CAALFM_C102990CA
cal00500	CAALFM_C103380WA
cal00500	CAALFM_C105600WA
cal00500	CAALFM_C110290WA
cal00500	CAALFM_C110550CA
cal00500	CAALFM_C210690WA
cal00500	CAALFM_C301320CA
cal00500	CAALFM_C301820WA
cal00500	CAALFM_C306450WA
cal00500	CAALFM_C307490WA
cal00500	CAALFM_C405140CA
cal00500	CAALFM_C504940WA
cal00500	CAALFM_C603340CA
cal00500	CAALFM_C604580WA
cal00500	CAALFM_C700930WA
cal00500	CAALFM_CR00560WA
cal00500	CAALFM_CR00780CA
cal00500	CAALFM_CR00850CA
cal00500	CAALFM_CR02820WA
cal00500	CAALFM_CR04510WA
cal00500	CAALFM_CR04660CA
cal00500	CAALFM_CR05720WA
cal00500	CAALFM_CR06340CA
cal00500	CAALFM_CR07150WA
cal00500	CAALFM_CR07490CA
cal00500	CAALFM_CR09420CA
cal00500	CAALFM_CR10790WA
cal00510	CAALFM_C100810WA
cal00510	CAALFM_C102250WA
cal00510	CAALFM_C103600WA
cal00510	CAALFM_C103730CA
cal00510	CAALFM_C107250CA
cal00510	CAALFM_C108010WA
cal00510	CAALFM_C111170WA
cal00510	CAALFM_C201670CA
cal00510	CAALFM_C207940CA
cal00510	CAALFM_C208970CA
cal00510	CAALFM_C209910CA
cal00510	CAALFM_C210200WA
cal00510	CAALFM_C210790CA
cal00510	CAALFM_C301880WA
cal00510	CAALFM_C302690CA
cal00510	CAALFM_C305340WA
cal00510	CAALFM_C305530WA
cal00510	CAALFM_C306410CA
cal00510	CAALFM_C401920WA
cal00510	CAALFM_C406000WA
cal00510	CAALFM_C406100WA
cal00510	CAALFM_C500220WA
cal00510	CAALFM_C505020CA
cal00510	CAALFM_C600420WA
cal00510	CAALFM_C602270CA
cal00510	CAALFM_C604030WA
cal00510	CAALFM_C604340WA
cal00510	CAALFM_C702970WA
cal00510	CAALFM_CR02790CA
cal00510	CAALFM_CR06900CA
cal00511	CAALFM_C402360WA
cal00511	CAALFM_C503610WA
